"Peter","Lucas","215"
"Alison","Brooks","215"
"Werner","Graf","215"
"Bernard","Wood","215"
"Margaret","Murnane","216"
"Andreas","Hoenger","216"
"Gregory","Beylkin","216"
"Rafael","Piestun","216"
"Tamar","Seideman","217"
"R. P. H.","Chang","217"
"Prem","Kumar","217"
"John","Ketterson","217"
"Michael","Mooney","218"
"Ira","Hale","218"
"Andre","Revil","218"
"Eileen","Poeter","218"
"Tracy","Camp","218"
"Linda","Figueroa","218"
"Jason","Delborne","218"
"Krishna","Shenoy","219"
"James","McClelland","219"
"Jan","Leach","220"
"Daniel","Bush","220"
"Keith","Paustian","220"
"Yuko","Onozaka","220"
"Kenneth","Reardon","220"
"Ginny","Eckert","221"
"Gordon","Kruse","221"
"William","Smoker","221"
"Ginny","Eckert","221"
"Maribeth","Murray","221"
"Keith","Criddle","221"
"Wilford","Schmidt","222"
"Mostafa","Elshahed","223"
"Caroline","Beller","223"
"Michael","Rice","224"
"Brent","Nelson","224"
"Brad","Hutchings","224"
"Michael","Wirthlin","224"
"Joaquin","Carbonara","225"
"E. Bruce","Pitman","226"
"John","Ringland","226"
"Surajit","Sen","226"
"Deborah","Moore-Russo","226"
"Clarice","Baker-Big Back","227"
"Rosalyn","Baker","227"
"Kathy","Kraft","227"
"Stacey","Mortensen","227"
"Arlo","Landolt","228"
"Keith","Beyer","229"
"Maja","Mataric","230"
"Shrikanth","Narayanan","230"
"David","Laughlin","231"
"Michael","McHenry","231"
"Mas","Subramanian","232"
"Prasad","Polavarapu","233"
"Shing-Tung","Yau","234"
"Klaus-Werner","Hodapp","235"
"Klaus-Werner","Hodapp","235"
"James","Beletic","235"
"Donald N. B.","Hall","235"
"Donald N. B.","Hall","235"
"Richard","Blank","235"
"Gerard","Luppino","235"
"Judit","Puskas","236"
"Galen","Stucky","237"
"Kamil","Zakhour","238"
"Elaine","Hodges","238"
"Patressa","Gardner","238"
"Paul","Anderson","238"
"Joshua","Phiri","238"
"Natalia","Dushkina","239"
"LaVern","Whisenton-Davidson","239"
"Dominique","Dagit","239"
"Stephanie","Schwartz","239"
"Robert","Smith","239"
"David","Kinderlehrer","240"
"Linda","Tonolli","241"
"Jeffrey","Jacobs","241"
"Wade","Vogel","241"
"Jayne","Kiner","241"
"Darrell","Abney","242"
"Dana","Calland","242"
"Angela","Fultz","242"
"Mike","Quillen","242"
"Michael","Pemberton","242"
"Jeffrey","Newman","243"
"William","Said","244"
"Dabney","Dixon","244"
"Jyotsna","Thota","244"
"Suazette","Mooring","244"
"Struan","Smith","244"
"Timothy","Renick","244"
"William","Fritz","244"
"Scott","King","245"
"Lori","Vela","245"
"Jeannie","Gage","245"
"Krystal","Escobar","245"
"Liza","Wisner","245"
"John","Fernandez","245"
"Jose","Giraldo","245"
"Patricia","Hill","245"
"Maura","Borrego","246"
"Bevlee","Watford","246"
"Jeffrey","Fergus","247"
"Shirley","Scott-Harris","247"
"Roger","Woodard","248"
"Roger","Woodard","248"
"Pam","Arroway","248"
"Sujit","Ghosh","248"
"Kimberly","Weems","248"
"Jacqueline","Hughes-Oliver","248"
"Sastry","Pantula","248"
"Mitchell","Lyle","249"
"Wilford","Gardner","249"
"William","Sager","249"
"Mary","Richardson","249"
"Matthew","Schmidt","249"
"Cameron","Ford","250"
"Michael","Georgiopoulos","250"
"Lisa","Massi","250"
"Michael","Georgiopoulos","250"
"Cynthia","Young","250"
"Alfred","Ducharme","250"
"Jamal","Nayfeh","250"
"Frankie","Ferguson","251"
"Tracy","Larrabee","251"
"Joel","Kubby","251"
"Adrienne","Harrell","251"
"Charles","McDowell","251"
"Thang","Le","252"
"Doug","MacIntire","252"
"Joana","Ciurash","252"
"Jim","Matthews","252"
"Jim","Matthews","252"
"Joseph","Farmer","252"
"Joseph","Farmer","252"
"Katharina","Lodders","253"
"M. Bruce","Fegley","253"
"Samuel","Bowring","254"
"Linda","Elkins Tanton","255"
"Richard","Ignace","256"
"Sol","Gruner","257"
"Joel","Brock","257"
"Georg","Hoffstaetter","257"
"Georg","Hoffstaetter","257"
"Matthias","Liepe","257"
"Ivan","Bazarov","257"
"Lee","Kump","258"
"David","Koo","259"
"Sandra","Faber","259"
"Puragra","Guhathakurta","259"
"Andrew","Phillips","259"
"Bruce","Balick","260"
"Mark","Snyder","261"
"Yuqing","Ren","261"
"Joseph","Konstan","261"
"Loren","Terveen","261"
"Brent","Hecht","261"
"Joseph","Konstan","261"
"John","Riedl","261"
"Ambuj","Singh","262"
"Kenneth","Rose","262"
"Bangalore","Manjunath","262"
"Tobias","Hollerer","262"
"Theodore","Hodapp","263"
"Theodore","Hodapp","263"
"Warren","Hein","263"
"Monica","Plisch","263"
"Monica","Plisch","263"
"Toufic","Hakim","263"
"Philip","Hammer","263"
"Renee Michelle","Goertzen","263"
"Beth","Cunningham","263"
"Haesun","Park","264"
"John","Stasko","264"
"Renato D. C.","Monteiro","264"
"Vladimir","Koltchinskii","264"
"Alexander","Gray","264"
"Eugene","Humphreys","265"
"Cin-Ty","Lee","266"
"Alan","Levander","266"
"Thorsten","Becker","267"
"John","Platt","267"
"Meghan","Miller","267"
"William","Smith","268"
"David R.","Silva","268"
"Charles Mattias","Mountain","268"
"Prasun","Dewan","269"
"Gretalyn","Leibnitz","270"
"Amy","Wharton","270"
"Robert","Bates","270"
"Warwick","Bayly","270"
"Kshiti","Joshi","270"
"Candis","Claiborn","270"
"Candis","Claiborn","270"
"Michele","Wheatly","271"
"Joseph","Saliba","271"
"David","Goldstein","271"
"David","Goldstein","271"
"Heidi","Ries","271"
"Malcolm","Daniels","271"
"Suzanne","Seleem","271"
"Kimberly","Kendricks","271"
"Tamera","Schneider","271"
"Patrick","Donnelly","271"
"Aihua","Wood","271"
"Anne","Massaro","272"
"Mary","Juhas","272"
"Anne","Carey","272"
"Joan","Herbers","272"
"Carolyn","Merry","272"
"Dorota","Brzezinska","272"
"Jill","Bystydzienski","272"
"Luis","Falcon","273"
"J. Murray","Gibson","273"
"Kathrin","Zippel","273"
"Sara","Wadia-Fascetti","273"
"Graham","Jones","273"
"Jacqueline","Isaacs","273"
"Dwyane","Smith","274"
