result2.firstname,result2.lastname,result2.scopusid,result2.awardid
"","Wulfhorst","6506491367","861"
"A","Denning","56719375500","2475"
"A","Denning","7004284631","20"
"A","Denning","7004284631","2475"
"A","Denning","7004284631","4633"
"A","Denning","8266491100","20"
"A","Denning","8266491100","2475"
"A","Denning","8266491100","40068"
"A","Denning","8266491100","4633"
"A","Holzwarth","6602597353","41432"
"A.","Boykin","11239061200","4120"
"A.","Boykin","9039466000","4120"
"AARON","ROTH","8247437600","18829"
"AARON","ROTH","8247437600","6410"
"ASHLEY","SCHAPPELL","54380710300","24559"
"Aardra","kachroo","6603027657","167"
"Aardra","kachroo","6603027657","4782"
"Aaron","Ames","56485435400","9645"
"Aaron","Ames","8263302600","17159"
"Aaron","Ames","8263302600","9645"
"Aaron","Barth","36088948300","32516"
"Aaron","Barth","36088948300","7193"
"Aaron","Barth","56606754800","32516"
"Aaron","Barth","56606754800","7193"
"Aaron","Bauer","7202698988","3377"
"Aaron","Bertram","7006204602","18162"
"Aaron","Bertram","7006204602","1985"
"Aaron","Best","8131652500","16139"
"Aaron","Birch","7005581290","8959"
"Aaron","Bloomfield","18433696100","26473"
"Aaron","Bobick","7004445980","34779"
"Aaron","Diefendorf","8560540000","16046"
"Aaron","Dinner","7004034005","21809"
"Aaron","Dollar","8637648600","9873"
"Aaron","Ellison","34975053400","10271"
"Aaron","Ellison","34975053400","15600"
"Aaron","Ellison","34975053400","2784"
"Aaron","Ellison","34975053400","39759"
"Aaron","Ellison","34975053400","9726"
"Aaron","Ellison","7103219845","10271"
"Aaron","Evans","35462418700","7280"
"Aaron","Fafarman","6507802061","40309"
"Aaron","Fogelson","6701472262","10799"
"Aaron","Geller","24281152500","29483"
"Aaron","Goldman","35445427800","34857"
"Aaron","Goldman","8785089100","34857"
"Aaron","Hawkins","7102975249","12161"
"Aaron","Hawkins","7102975249","30679"
"Aaron","Lauda","8388887500","19129"
"Aaron","Lauda","8388887500","37659"
"Aaron","Lorenz","23134919200","17057"
"Aaron","Lucius","6507215220","12208"
"Aaron","Lucius","6507215220","32501"
"Aaron","Maitland","56748847800","34297"
"Aaron","Massari","7004360183","4609"
"Aaron","Mitchell","7402039370","33930"
"Aaron","Naber","36615642100","38900"
"Aaron","Naber","36615642100","41059"
"Aaron","Odom","7003997531","20739"
"Aaron","Ohta","56423225100","10030"
"Aaron","Ohta","8951641400","10030"
"Aaron","Packman","7005340209","14717"
"Aaron","Packman","7005340209","26927"
"Aaron","Panofsky","6506756334","24312"
"Aaron","Parsons","15822992400","28187"
"Aaron","Parsons","15822992400","31650"
"Aaron","Parsons","15822992400","36688"
"Aaron","Pietruszka","6603143662","8165"
"Aaron","Ridley","57193220328","17594"
"Aaron","Ridley","57193220328","17600"
"Aaron","Ridley","57193220328","26704"
"Aaron","Ridley","57193220328","4362"
"Aaron","Ridley","57193220328","9860"
"Aaron","Ridley","7102627267","17594"
"Aaron","Ridley","7102627267","17600"
"Aaron","Ridley","7102627267","26704"
"Aaron","Ridley","7102627267","4362"
"Aaron","Ridley","7102627267","9860"
"Aaron","Sakulich","24759326200","29176"
"Aaron","Smith","56204986500","13728"
"Aaron","Stebner","24336359000","39010"
"Aaron","Steinfeld","7103257672","23601"
"Aaron","Steinfeld","7103257672","3141"
"Aaron","Striegel","7003509061","2537"
"Aaron","Striegel","7003509061","40621"
"Aaron","Striegel","7003509061","8049"
"Aaron","Stump","11141761400","5436"
"Aaron","Thompson","35231735800","39503"
"Aaron","Thompson","55840173500","39503"
"Aaron","Velasco","7102242073","17533"
"Aaron","Velasco","7102242073","4888"
"Aaron","Wagner","7401452887","15170"
"Aaron","Wagner","7401452887","5921"
"Aaron","Wangberg","54917182400","18044"
"Aaron","Weinberg","35790530600","9672"
"Aaron","Wemhoff","6507284083","16844"
"Aaron","Wemhoff","6507284083","9557"
"Aaron","Wirsing","6602170672","10495"
"Aarti","Gupta","7410389613","42245"
"Abani","Patra","56457611200","21078"
"Abani","Patra","56457611200","40433"
"Abani","Patra","56457611200","9308"
"Abani","Patra","7102009098","21078"
"Abani","Patra","7102009098","37533"
"Abani","Patra","7102009098","40433"
"Abani","Patra","7102009098","9308"
"Abbas","El,Gamal","6602093177","5773"
"Abbas","Ourmazd","7003888836","16312"
"Abbas","Ourmazd","7003888836","17340"
"Abbie","Liel","24474476400","16692"
"Abbie","Liel","24474476400","36868"
"Abby","Walker","55814369400","24539"
"Abby","Walker","56565920100","24539"
"Abdeldjelil","Belarbi","7003314353","6350"
"Abdelkader","Kara","56242971000","18033"
"Abdelkader","Kara","56478358500","18033"
"Abdelkader","Kara","57192815822","18033"
"Abdelkader","Kara","57192815824","18033"
"Abdellah","Ahmidouch","7003740898","6380"
"Abdessadek","Lachgar","7006942043","25981"
"Abdul","Mohamed","56215661000","18335"
"Abdul","Mohammed","7102944710","1194"
"Abdullah","Konak","6601933729","10073"
"Abdullah","Muzahid","35183806800","23948"
"Abeer","Alwan","7006698761","38384"
"Abeer","Alwan","7006698761","42467"
"Abel","Baerga-Ortiz","6505978841","1787"
"Abel","Kho","16230386100","33424"
"Abel","Klein","7402143788","21143"
"Abhay","Ashtekar","7006116930","13340"
"Abhay","Pasupathy","6602363914","2514"
"Abhay","Pasupathy","6602363914","5262"
"Abhay","Pasupathy","6602363914","8784"
"Abhaya","Dandekar","35564951100","41524"
"Abhaya","Dandekar","35564951100","6062"
"Abhaya","Dandekar","56378699000","41524"
"Abhaya","Datye","55963119400","36328"
"Abhaya","Datye","55963119400","6087"
"Abhaya","Datye","55963119400","95"
"Abhaya","Datye","7006729246","20385"
"Abhaya","Datye","7006729246","36328"
"Abhaya","Datye","7006729246","6087"
"Abhaya","Datye","7006729246","95"
"Abhi","Shelat","18038835700","3330"
"Abhi","Shelat","18038835700","570"
"Abhi","Shelat","18038835700","8041"
"Abhijeet","Sangwan","20436714000","15264"
"Abhijit","Banerjee","7402886108","11786"
"Abhijit","Banerjee","7402886108","24712"
"Abhijit","Champanerkar","16318717500","42254"
"Abhijit","Chandra","7201668577","6285"
"Abhijit","Chandra","7201668836","6285"
"Abhijit","Chatterjee","55729353200","23938"
"Abhijit","Ghosh","35221337200","29305"
"Abhijit","Majumder","55390119300","13871"
"Abhijit","Pandya","35572325700","1289"
"Abhilash","Chandy","6602326913","25751"
"Abhishek","Bhattacharjee","7102556898","25816"
"Abhishek","Chandra","15030106700","12538"
"Abhishek","Chandra","15030106700","21755"
"Abhishek","Chandra","15030106700","36483"
"Abhishek","Chandra","56220469500","12538"
"Abhishek","Dey","7101701755","40532"
"Abigail,Jurist","Levy","36004972100","15454"
"Abigail","Bigham","16644770400","9411"
"Abigail","Cahill","54881519000","14092"
"Abigail","Mechtenberg","36918624400","9953"
"Abigail","Pastore","56108610300","40925"
"Abigail","Swann","14036628000","24216"
"Abigail","York","8639695600","19901"
"Abolghasem","Shahbazi","8501756200","17537"
"Abolghasem","Shahbazi","8501756200","4266"
"Abolhassan","Jawahery","35351751800","22186"
"Abraham","Kandel","7103056431","34989"
"Abraham","Loeb","35230271800","22957"
"Abraham","Loeb","57034961200","22957"
"Abraham","Miller-Rushing","6504597712","40829"
"Abraham","Seiden","34768868100","4240"
"Abraham","Seiden","56133439700","4240"
"Abul","Azad","36767316100","10002"
"Abul","Azad","55733134600","10002"
"Achille","Messac","7003379773","36211"
"Achim","Herrmann","7202170958","23169"
"Achim","Herrmann","7202170958","30413"
"Achla","Marathe","7003292862","14731"
"Aco","Sikoski","47962387900","21602"
"Aco","Sikoski","47962387900","2772"
"Ada","Haynes","7005049425","3560"
"Adalgisa","Caccone","56776137300","26860"
"Adalgisa","Caccone","7003512116","26860"
"Adam","Abate","9841399300","18820"
"Adam","Anderson","14025361700","4100"
"Adam","Aviv","24490560000","31314"
"Adam","Bogdanove","6602433731","1138"
"Adam","Bogdanove","6602433731","17064"
"Adam","Bogdanove","6602433731","26197"
"Adam","Bogdanove","6602433731","37291"
"Adam","Bolton","7004406009","26442"
"Adam","Braunschweig","16644975300","28417"
"Adam","Briggle","24279441600","26102"
"Adam","Briggle","24279441600","28407"
"Adam","Briggle","24279441600","37381"
"Adam","Burrows","7102520274","901"
"Adam","Carberry","23093156400","15671"
"Adam","Carberry","23093156400","15731"
"Adam","Chlipala","10041238300","14972"
"Adam","Chlipala","10041238300","18807"
"Adam","Csank","6507414585","21608"
"Adam","Davis","8698438700","8311"
"Adam","Engler","7005709944","40333"
"Adam","Filios","6603583079","18035"
"Adam","Fontecchio","6602097199","1571"
"Adam","Forte","16309458600","38377"
"Adam","French","36841547800","26216"
"Adam","Hall","26221788400","40488"
"Adam","Higgins","56273552300","32781"
"Adam","Hoppe","7005869671","25902"
"Adam","Houston","16177259200","42460"
"Adam","Houston","56004562100","42460"
"Adam","Jacob","25632191100","13148"
"Adam","Jones","12792693100","8228"
"Adam","Kent","9233251200","10355"
"Adam","Kirn","55616110500","34903"
"Adam","Klivans","6602542699","3348"
"Adam","Leibovich","6701753657","14397"
"Adam","Lewis","14037526700","1562"
"Adam","Lewis","14037526700","4416"
"Adam","Lidz","12752024200","7238"
"Adam","Maloof","6701405779","24434"
"Adam","Maloof","6701405779","3837"
"Adam","Maltese","13807544500","15551"
"Adam","Maltese","13807544500","9993"
"Adam","Marsh","7102492651","23407"
"Adam","Martin","35277457200","33285"
"Adam","Martin","57089467000","33285"
"Adam","Martin","8056132100","33285"
"Adam","Martiny","10040264400","4572"
"Adam","Martiny","10040264400","8908"
"Adam","Mason","7401468981","19208"
"Adam","Meyers","36792645400","1584"
"Adam","Miller","55637174500","28498"
"Adam","Myers","35503787800","14177"
"Adam","Myers","57077809700","14177"
"Adam","Porter","7202005069","7904"
"Adam","Pritchard","16537477000","40961"
"Adam","Pritchard","55906555000","40961"
"Adam","Rothman","35103434400","38603"
"Adam","Schultz","7202835626","10324"
"Adam","Schultz","7202835626","10769"
"Adam","Schultz","7202835626","26936"
"Adam","Schultz","7202835626","39903"
"Adam","Schultz","7202835626","4927"
"Adam","Showman","57189088541","23158"
"Adam","Showman","6603060770","23158"
"Adam","Siepel","6701428520","28543"
"Adam","Siepielski","8052851500","19127"
"Adam","Simon","8062496600","18439"
"Adam","Simon","8062496600","20546"
"Adam","Skibbe","23019775500","3441"
"Adam","Slagell","8905982200","23359"
"Adam","Slagell","8905982200","27415"
"Adam","Smith","7406758062","1472"
"Adam","Smith","7406758062","37874"
"Adam","Sobel","56999973300","10266"
"Adam","Sobel","56999973300","5684"
"Adam","Sobel","7102567936","10266"
"Adam","Sobel","7102567936","5684"
"Adam","Summers","56926219200","19317"
"Adam","Summers","7103024529","19317"
"Adam","Szczepaniak","56253656700","33079"
"Adam","Szczepaniak","56253656700","41609"
"Adam","Szeidl","15849679900","177"
"Adam","Veige","6602399242","20798"
"Adam","Ward","35995977100","41234"
"Adam","Watts","8861664900","26594"
"Adam","Watts","8861664900","28576"
"Adam","Wax","7003828657","37577"
"Adam","Wendling","26421874200","12419"
"Adam","Wilson","25032112800","10100"
"Adam","Wilson","36163548600","10100"
"Adam","Wilson","55458739500","10100"
"Adam","Wolf","14020924000","41891"
"Adda","Athanasopoulos-Zekkos","24079589000","27975"
"Adebayo","Ogundipe","16835195600","25946"
"Adel","Sadek","7005678898","34244"
"Adel","Sharif","54895392900","18049"
"Adela","Ben-Yakar","35576593800","665"
"Adelaida","Restrepo","35511895900","24619"
"Adelaida","Restrepo","57192911806","24619"
"Ademe","Mekonnen","6701680080","40166"
"Adena","Rissman","16231058600","10377"
"Adena","Rissman","16231058600","4223"
"Adetayo","Adedeji","7004200305","25814"
"Adina","Paytan","6701657680","183"
"Adina","Paytan","6701657680","19796"
"Adina","Paytan","6701657680","2226"
"Adina","Paytan","6701657680","24688"
"Adina","Paytan","6701657680","3379"
"Adina","Paytan","6701657680","4288"
"Adina","Paytan","6701657680","761"
"Adina","Paytan","6701657680","7618"
"Adit","Singh","9035957600","23857"
"Aditi","Mitra","8347594100","21385"
"Aditya","Bhan","7103189488","5183"
"Aditya","Johri","25655003800","28880"
"Aditya","Johri","25655003800","37259"
"Aditya","Johri","25655003800","37847"
"Aditya","Khair","13008288600","27837"
"Aditya","Ramamoorthy","56232982100","8355"
"Aditya","Ramamoorthy","8612430400","11030"
"Aditya","Ramamoorthy","8612430400","7848"
"Adri","van,Duin","7004035944","12690"
"Adri","van,Duin","7004035944","38177"
"Adri","van,Duin","7004035944","40279"
"Adrian","Brearley","7003341869","4666"
"Adrian","Brearley","7003341869","7565"
"Adrian","Brunyate","47661135200","41115"
"Adrian","Feiguin","6602340587","26224"
"Adrian","Hegeman","6602451948","19389"
"Adrian","Howkins","13404842900","27185"
"Adrian","Lee","26642909000","14345"
"Adrian","Lee","35310906100","13864"
"Adrian","Lee","35310906100","14345"
"Adrian","Lee","7405627793","14345"
"Adrian","Lewis","56234950700","13925"
"Adrian","Madsen","55028338100","27338"
"Adrian","Mann","7201626398","8886"
"Adrian","Mann","8583685600","8886"
"Adrian","Marchetti","56663977100","25529"
"Adrian","Marchetti","7102878419","25529"
"Adrian","Perrig","6603929649","16"
"Adrian","Rocha","7102196560","5947"
"Adrian","Rodriguez-Marek","6506036632","35884"
"Adrian","Rodriguez-Marek","6506036632","3928"
"Adrian","Tudorascu","22939552100","30197"
"Adriana","Iamnitchi","23392871000","1707"
"Adriana","Kovashka","36445028000","42111"
"Adriana","Moreo","56133478600","30928"
"Adrianna","Kezar","6603555003","15721"
"Adrienn","Ruzsinszky","8549353500","20078"
"Adrienn","Ruzsinszky","8549353500","21736"
"Adrienne","Erickcek","14619047400","33353"
"Adrienne","Godschalx","55586135700","40877"
"Adrienne","Minerick","7801327702","32766"
"Adrienne","Nishina","55891795100","10735"
"Adrienne","Roeder","7003386533","19345"
"Adrienne","Stiff-Roberts","6602197277","38271"
"Affan","Badar","55665319200","10039"
"Affan","Badar","55665319200","2458"
"Afsaneh","Minaie","6507342534","29019"
"Aftab","Ahmad","7202040875","9119"
"Agata","Rozga","8776877400","3895"
"Agnes","Chan","7403168458","17458"
"Agnes","Kane","7102890340","26878"
"Agnes","Kane","7102890340","9420"
"Agnieszka","Szarecka","6508260251","15909"
"Ahad","Nasab","6506715913","39631"
"Aharon","Kapitulnik","22998223300","13310"
"Ahmad","Khalil","36899434900","27901"
"Ahmed","Busnaina","54790515200","386"
"Ahmed","Busnaina","54790515200","8326"
"Ahmed","Elbanna","55192734000","27045"
"Ahmed","Elgamal","56034476800","12705"
"Ahmed","Elgamal","7004679592","12705"
"Ahmed","Elgammal","6701782197","6274"
"Ahmed","Elmagarmid","7005127921","2347"
"Ahmed","Eltawil","55939256800","1995"
"Ahmed","Helmy","55065519000","24077"
"Ahmed","Helmy","55410030400","24077"
"Ahmed","Helmy","7006031418","24077"
"Ahmed","Kamal","35487791800","1172"
"Ahmed","Louri","57189084192","23771"
"Ahmed","Louri","57189084192","26656"
"Ahmed","Louri","7003951179","23771"
"Ahmed","Louri","7003951179","26656"
"Ahmed","Touhami","6701346945","25917"
"Ahmet","Yildiz","7102365476","5094"
"Ahna","Skop","6602399236","12026"
"Ahsan","Kareem","35613461600","40185"
"Ahsan","Kareem","56785491400","40185"
"Ahsan","Mian","7006066883","31270"
"Aidong","Ding","7102010844","23323"
"Aigen","Li","7403291906","22910"
"Aigen","Li","7403291906","7224"
"Aiguo","Dai","7005231450","28393"
"Aihua","Xie","55417457200","26001"
"Aihua","Xie","7005466174","26001"
"Aiichiro","Nakano","55762126000","8815"
"Aiichiro","Nakano","56526202200","8815"
"Aiichiro","Nakano","7201966953","8815"
"Aijun","Song","16040294200","26919"
"Ailene","Ettinger","42161413200","30515"
"Aimee","Dunlap","6601994112","3470"
"Aimee","Ellington","7102975825","1069"
"Aimee","Stewart","13104390200","29023"
"Aimin","Liu","7402583217","22635"
"Airong","Li","36550310500","39143"
"Airong","Li","55463968700","39143"
"Aise","de,Jong","7201837385","41005"
"Aixa","Alfonso","7006752204","36538"
"Aixa","Alfonso","7006752204","8499"
"Ajay","Gopinathan","6602302196","2193"
"Ajay","Joshi","10041578000","10966"
"Ajay","Joshi","35279562400","10966"
"Ajay","Kapur","13609187300","9974"
"Ajay","Katangur","24765864500","15651"
"Ajay","Kshemkalyani","7003487463","1002"
"Ajay","Singh","16040302600","34884"
"Ajay","Singh","55358284200","34884"
"Ajay","Singh","55547111317","34884"
"Ajay","Singh","55835455800","34884"
"Ajay","Singh","8941914100","34884"
"Ajit","MAHAPATRA","24787723600","34904"
"Ajit","MAHAPATRA","55510955400","34904"
"Ajna","Rivera","9634214000","10582"
"Akbar","Sayeed","7006280121","18225"
"Akhilesh","Tyagi","35489569800","1040"
"Akhlesh","Lakhtakia","53877620200","8834"
"Akhtar","Lodgher","15049482200","17143"
"Akhter","Ahmed","55327226800","18212"
"Akinobu","Watanabe","55863573500","31457"
"Akira","Omaki","55151563500","26923"
"Akito","Kawahara","12805415000","19346"
"Akito","Kawahara","12805415000","27608"
"Akito","Kawahara","12805415000","28600"
"Akito","Kawahara","56667046300","27608"
"Aklilu","Zeleke","16450913500","11546"
"Akram","Hossain","25622510600","2772"
"Akram","Hossain","55215944500","2772"
"Akram","Hossain","55993814000","2772"
"Akram","Hossain","7102502747","2772"
"Akram","Hossain","7402472450","2772"
"Ala","Al-Fuqaha","6602329471","37207"
"Ala","Samarapungavan","6602221618","15504"
"Alaa","Ahmed","8647284300","12671"
"Alain","Bensoussan","7007172993","21488"
"Alain","Bensoussan","7007172993","7447"
"Alain","Karma","7004990308","6967"
"Alain","Kassab","7006847384","12244"
"Alain","Plante","7003888675","25142"
"Alain","Turq","6507170221","15295"
"Alair","MacLean","35952982700","15681"
"Alakabha","Datta","7402110521","32769"
"Alamgir","Hossain","7402472854","5299"
"Alamgir","Karim","56457570200","32252"
"Alamgir","Karim","57191381005","32252"
"Alamgir","Karim","7201931327","32252"
"Alan","Aspuru-Guzik","6507007526","11392"
"Alan","Balch","35449079100","21734"
"Alan","Balch","56478456100","21734"
"Alan","Beretta","7006398750","37190"
"Alan","Black","7201755443","31195"
"Alan","Bovik","56984291600","7893"
"Alan","Brandon","36051741600","4610"
"Alan","Bristow","8406128100","16603"
"Alan","Buss","22955340900","22911"
"Alan","Calder","7102367283","14246"
"Alan","Chave","7004482873","11606"
"Alan","Christensen","7202023067","32598"
"Alan","Christian","8143127900","29426"
"Alan","Collmer","7005794428","3707"
"Alan","Covich","6603823042","28550"
"Alan","Covich","6603823042","30877"
"Alan","Craig","7201508009","36914"
"Alan","Craig","7201508050","36914"
"Alan","Craig","7201508062","36914"
"Alan","Davis","16238003600","21317"
"Alan","Davis","16476216700","21317"
"Alan","Davis","37116677300","21317"
"Alan","Davis","7404295217","21317"
"Alan","Davis","7405962875","21317"
"Alan","Deino","35571657200","17480"
"Alan","Deino","35571657200","24263"
"Alan","Deino","35571657200","8798"
"Alan","Demlow","6602561290","41780"
"Alan","Dow","57189205022","40900"
"Alan","Dow","57189205022","835"
"Alan","Dow","7006180830","40900"
"Alan","Dow","7006180830","835"
"Alan","Druschitz","6506617913","40188"
"Alan","Fern","12141549500","15289"
"Alan","Fern","12141549500","24116"
"Alan","Frieze","55126668300","30068"
"Alan","Frieze","7005132128","30068"
"Alan","Gelfand","26642994200","1451"
"Alan","George","35579552500","12347"
"Alan","George","35579552500","16138"
"Alan","George","35581997200","12347"
"Alan","George","35581997200","16138"
"Alan","George","7402526770","12347"
"Alan","George","7402526770","16138"
"Alan","Gilchrist","7102622128","16269"
"Alan","Gingle","6603385369","297"
"Alan","Goldman","56504572200","22282"
"Alan","Goldman","7401725382","22282"
"Alan","Greenberg","7201858841","4031"
"Alan","Hackbarth","55801015200","14873"
"Alan","Hammond","8318071600","41581"
"Alan","Harris","23004910700","14110"
"Alan","Harris","55467052700","14110"
"Alan","Harris","55728268400","14110"
"Alan","Harris","7404039151","14110"
"Alan","Harvey","55554841100","32067"
"Alan","Hastings","7102581412","26889"
"Alan","Hastings","7102581412","3037"
"Alan","Hastings","7103214246","26889"
"Alan","Johnson","7410016364","388"
"Alan","Jones","35499617000","12032"
"Alan","Jones","55492028400","12032"
"Alan","Karr","7006443279","9388"
"Alan","Kay","18037922700","1331"
"Alan","Kay","18037922700","4051"
"Alan","Kay","36960801000","1331"
"Alan","Kay","36960801000","4051"
"Alan","Kay","55217572800","1331"
"Alan","Kay","55217572800","4051"
"Alan","Knapp","56455503300","19423"
"Alan","Knapp","56455503300","9776"
"Alan","Knapp","7102421547","19423"
"Alan","Knapp","7102421547","9776"
"Alan","Kolok","6602852552","2493"
"Alan","Kolok","6602852552","34845"
"Alan","Krakauer","6507779371","19643"
"Alan","Lemmon","6602915362","10503"
"Alan","Levander","57014892800","10335"
"Alan","Levander","57014892800","266"
"Alan","Levander","7004095965","10335"
"Alan","Levander","7004095965","266"
"Alan","Liu","7402583785","16040"
"Alan","Liu","7402583785","7342"
"Alan","Liu","7402583785","9667"
"Alan","Liu","8670601900","16040"
"Alan","Lloyd","35568165600","8545"
"Alan","Maloney","56721011100","8182"
"Alan","Maloney","7004913556","8182"
"Alan","Marshall","36044345400","1419"
"Alan","Marshall","36044345400","3233"
"Alan","Marshall","36044345400","3364"
"Alan","Marshall","56663783900","11972"
"Alan","Marshall","56663783900","1419"
"Alan","Marshall","56663783900","3233"
"Alan","Marshall","56663783900","3364"
"Alan","McGaughey","6602227374","41391"
"Alan","Middleton","7102133010","32233"
"Alan","Middleton","7102133010","6224"
"Alan","Mislove","8693841200","23773"
"Alan","Mislove","8693841200","31745"
"Alan","Mislove","8693841200","31905"
"Alan","Mislove","8693841200","34071"
"Alan","Mislove","8693841200","4992"
"Alan","Mix","56425708600","34894"
"Alan","Mix","7003970357","29703"
"Alan","Mix","7003970357","34894"
"Alan","Munn","7003506535","20670"
"Alan","Niemi","7006372499","2606"
"Alan","Pinkerton","7006403244","14486"
"Alan","Plumb","23045565900","26115"
"Alan","Plumb","57186314500","26115"
"Alan","Plumb","7102157679","26115"
"Alan","Porter","55418378000","27516"
"Alan","Porter","55418378000","42102"
"Alan","Porter","57191773296","27516"
"Alan","Porter","57191773296","42102"
"Alan","Rabideau","6603846632","20355"
"Alan","Rabideau","6603846632","27325"
"Alan","Rabideau","6603846632","66"
"Alan","Reid","7202690723","10829"
"Alan","Reid","7202690723","6814"
"Alan","Reid","7202690865","10829"
"Alan","Reid","7202690865","6814"
"Alan","Rempel","7006221793","7604"
"Alan","Robertson","7403044330","6515"
"Alan","Robock","7004299063","17337"
"Alan","Rogers","56523902500","13835"
"Alan","Rogers","7402815984","13835"
"Alan","Rogers","7402816716","24181"
"Alan","Seabaugh","7004345610","31758"
"Alan","Shanks","7003505880","19820"
"Alan","Sherman","8210005000","26948"
"Alan","Shiller","7004026462","34940"
"Alan","Sill","55849197800","29943"
"Alan","Strahler","57023448800","1145"
"Alan","Strahler","7006708838","1145"
"Alan","Strahler","7006708838","39148"
"Alan","Sussman","7006864187","26486"
"Alan","Taylor","35495155600","16173"
"Alan","Taylor","35495155600","35673"
"Alan","Taylor","7404821894","16173"
"Alan","Taylor","7405888110","16173"
"Alan","Taylor","7405888110","35673"
"Alan","Taylor","7405891545","16173"
"Alan","Taylor","7405891545","35673"
"Alan","Tomkins","7103063276","15952"
"Alan","Tomkins","7103063276","16009"
"Alan","Tomkins","7103063276","858"
"Alan","Townsend","7102086352","20476"
"Alan","Townsend","7102086352","3762"
"Alan","Townsend","7102086352","4671"
"Alan","Townsend","7102086369","3762"
"Alan","Turner","54938885400","19473"
"Alan","Turner","54938885400","27664"
"Alan","Turner","54938885400","40961"
"Alan","Turner","54938885400","8670"
"Alan","Van,Orden","7003519946","5458"
"Alan","Waldman","7004609887","11967"
"Alan","Wang","36172715600","38091"
"Alan","Weakley","6602157056","21667"
"Alan","Weakley","6602157056","32149"
"Alan","Weimer","7006582784","20006"
"Alan","Weimer","7006582784","6086"
"Alan","Weinstein","35228203700","39967"
"Alan","Whitney","7005455500","8883"
"Alan","Willner","36050889800","12907"
"Alan","Willner","36050889800","8904"
"Alan","Willner","57192807582","8904"
"Alan","Wiseman","35228253100","22171"
"Alan","Yeakley","7006509964","1607"
"Alan","Yeakley","7006509964","2480"
"Alan","Yuille","7006372632","23539"
"Alanah","Fitch","7007128439","8144"
"Alark","Joshi","22937810100","26207"
"Alastair","Iles","6701589780","10390"
"Alastair","Iles","6701589780","35323"
"Albert","Bennett","7402332533","19460"
"Albert","Cheng","57192119210","15255"
"Albert","Cheng","7402075079","15255"
"Albert","Esterline","6602773241","39973"
"Albert","Fannjiang","7003965235","32632"
"Albert","Kausch","6701380566","2371"
"Albert","Lazzarini","35227538000","197"
"Albert","Lazzarini","35227538000","345"
"Albert","Lin","53463660700","15265"
"Albert","Lin","53463660700","20368"
"Albert","Lin","6602773241","15265"
"Albert","Lin","6602773241","20368"
"Albert","Lin","7004741946","20368"
"Albert","Plueddemann","6701590278","33500"
"Albert","Russell","35171176800","34811"
"Albert","Shih","7103260452","16468"
"Albert","Shih","7103260452","20817"
"Albert","Shih","7103260452","24727"
"Albert","Stiegman","6603743321","7502"
"Albert","Thompson","7404594509","28997"
"Albert","To","6701759582","35651"
"Albert","Valocchi","7003835248","184"
"Albert","Valocchi","7003835248","26081"
"Albert","Williams","35571034100","10249"
"Albert","Williams","56275339500","10249"
"Albert","Young","8895869500","22170"
"Albert","Young","8895869500","2822"
"Alberto","Abadie","7003559300","2233"
"Alberto","Bolatto","6701759582","32458"
"Alberto","Bolatto","6701759582","9924"
"Alberto","Bressan","15749902500","32354"
"Alberto","Bressan","15749902500","41938"
"Alberto","Bressan","15749902500","7176"
"Alberto","Corso","7004970005","37592"
"Alberto","Dainotti","14826554500","16017"
"Alberto","Dainotti","14826554500","34482"
"Alberto","Delgado","7201675988","28910"
"Alberto","Esquinca","36767138400","16441"
"Alberto","Lamadrid","26424733700","37064"
"Alberto","Malinverno","7004741946","19773"
"Alberto","Passalacqua","15842188100","36256"
"Alberto","Passalacqua","15842188100","36702"
"Alberto","Saal","6603833657","28878"
"Alberto","Saal","6603833657","29795"
"Alberto","Salleo","7004208391","41426"
"Alberto","Sangiovanni-Vincentelli","35513835900","9875"
"Alberto","Sangiovanni-Vincentelli","56687712100","9875"
"Alberto","Scotti","7006811120","11734"
"Alberto","Scotti","7006811120","39756"
"Alberto","Sirlin","7004277911","23445"
"Alberto","Striolo","6602824221","3993"
"Albin","Gasiewski","35494722400","18274"
"Albin","Gasiewski","56423458400","11961"
"Albion","Lawrence","7203042112","12124"
"Albion","Lawrence","7203042112","17663"
"Albrecht","Jander","35576382800","22741"
"Albrecht","Jander","35576382800","32785"
"Albrecht","Karle","35237260500","1405"
"Aldo","Ferri","7005673765","15697"
"Aldo","Migone","6701860937","2877"
"Aldo","Morales","7202369504","11651"
"Aldo","Morales","7202369504","35056"
"Alec","Bodzin","6508373721","8157"
"Alec","Habig","22961425600","13492"
"Alec","Habig","22961425600","14357"
"Alec","Habig","22961425600","22079"
"Alec","Yasinsac","8303393500","41152"
"Alejandra","Ortiz","55329788600","26459"
"Alejandro","Aceves","6701862099","9059"
"Alejandro","Flores","16042062300","24809"
"Alejandro","Flores","16042062300","25149"
"Alejandro","Flores","56230704000","24809"
"Alejandro","Flores","56230704000","25149"
"Alejandro","Flores","56830328000","24809"
"Alejandro","Flores","56830328000","25149"
"Alejandro","Orsi","7006216936","23224"
"Alejandro","Ribeiro","8704366800","15051"
"Alejandro","Ribeiro","8704366800","1746"
"Alejandro","Ribeiro","8704366800","21253"
"Alejandro","Rodriguez","35503804500","39034"
"Alejna","Brugos","55959797400","38547"
"Aleksandar","Donev","6603879577","33553"
"Aleksandr","Sergeyev","6603796712","40861"
"Aleksandr","Simonian","7006678755","23564"
"Aleksandr","Simonian","7006678755","25948"
