result2.firstname,result2.lastname,result2.scopusid,result2.awardid
"Hui","Chen","55739094500","4267"
"Hui","Chen","55739094900","4267"
"Hui","Chen","56397266400","4267"
"Hui","Chen","56909057000","4267"
"Hui","Chen","57044907700","4267"
"Hui","Chen","57192468179","4267"
"Hui","Chen","6506715563","4267"
"Hui","Chen","7409486828","4267"
"Hui","Chen","8717735800","4267"
"Hui","Chen","8935558000","4267"
"Hui","Deng","12783925200","11141"
"Hui","Deng","12783925200","31965"
"Hui","Deng","16301068100","31965"
"Hui","Deng","20734156700","31965"
"Hui","Deng","26643305500","31965"
"Hui","Deng","36139280900","31965"
"Hui","Deng","57120371400","11141"
"Hui","Deng","7202303343","11141"
"Hui","Deng","7202303343","31965"
"Hui","Deng","7401530927","11141"
"Hui","Deng","7401530927","31965"
"Hui","Deng","7401775275","31965"
"Hui","Deng","7401775556","31965"
"Hui","Hu","25421719600","36250"
"Hui","Hu","25421719600","9496"
"Hui","Hu","25936317500","5813"
"Hui","Hu","35229502900","35898"
"Hui","Hu","35229502900","6055"
"Hui","Hu","55740765800","5813"
"Hui","Hu","55763742600","35898"
"Hui","Hu","55763742600","36250"
"Hui","Hu","55763742600","5813"
"Hui","Hu","55763742600","6055"
"Hui","Hu","55763742600","9496"
"Hui","Hu","7202294446","36250"
"Hui","Hu","7202294446","9496"
"Hui","Hu","7202704720","36250"
"Hui","Hu","7202704720","9496"
"Hui","Hu","7403563984","5813"
"Hui","Hu","8727192400","5813"
"Hui","Hu","8791597700","5813"
"Hui","Hu","8791597700","5818"
"Hui","Li","15765485000","8747"
"Hui","Li","16319153100","8747"
"Hui","Li","22947844400","8747"
"Hui","Li","22967591500","8747"
"Hui","Li","23393121100","8747"
"Hui","Li","25928538600","8747"
"Hui","Li","26643444300","8747"
"Hui","Li","34880246600","8747"
"Hui","Li","35322194500","8747"
"Hui","Li","36064295100","8747"
"Hui","Li","36072290500","8747"
"Hui","Li","36078486200","8747"
"Hui","Li","36079168500","36252"
"Hui","Li","36079168500","8747"
"Hui","Li","36768589500","8747"
"Hui","Li","46261331200","8747"
"Hui","Li","55627645100","8747"
"Hui","Li","55713904200","8747"
"Hui","Li","55719444100","8747"
"Hui","Li","7409240552","8747"
"Hui","Li","7409294800","8747"
"Hui","Li","8121659300","8747"
"Hui","Li","8423900800","8747"
"Hui","Li","8716742900","36252"
"Hui","Li","8716742900","8747"
"Hui","Li","9235884800","8747"
"Hui","Tang","22636417200","28366"
"Hui","Wang","12800120700","18808"
"Hui","Wang","13805533100","18808"
"Hui","Wang","13805533100","27779"
"Hui","Wang","13805533100","35701"
"Hui","Wang","13805533100","40551"
"Hui","Wang","14044437100","18808"
"Hui","Wang","15057453100","18808"
"Hui","Wang","15057453100","27779"
"Hui","Wang","15057453100","40551"
"Hui","Wang","16044332500","27779"
"Hui","Wang","16044332500","40551"
"Hui","Wang","22955063100","18808"
"Hui","Wang","22955063100","27779"
"Hui","Wang","22955063100","35701"
"Hui","Wang","22955063100","40551"
"Hui","Wang","25822795800","18808"
"Hui","Wang","25822795800","35701"
"Hui","Wang","35313589200","18808"
"Hui","Wang","35759775500","35701"
"Hui","Wang","35957538000","18808"
"Hui","Wang","35957538000","27779"
"Hui","Wang","35957538000","35701"
"Hui","Wang","35957538000","40551"
"Hui","Wang","36078867800","18808"
"Hui","Wang","36078867800","35701"
"Hui","Wang","36607060300","18808"
"Hui","Wang","36982442600","35701"
"Hui","Wang","37040179700","18808"
"Hui","Wang","37118149500","18808"
"Hui","Wang","37118149500","35701"
"Hui","Wang","38562226100","18808"
"Hui","Wang","52264906000","18808"
"Hui","Wang","52264906000","27779"
"Hui","Wang","52264906000","40551"
"Hui","Wang","53872258600","18808"
"Hui","Wang","53872258600","27779"
"Hui","Wang","53872258600","35701"
"Hui","Wang","53872258600","40551"
"Hui","Wang","54411750300","35701"
"Hui","Wang","54977054100","18808"
"Hui","Wang","55080150600","35701"
"Hui","Wang","55342572900","18808"
"Hui","Wang","55342572900","27779"
"Hui","Wang","55342572900","40551"
"Hui","Wang","55421350200","18808"
"Hui","Wang","55421350200","35701"
"Hui","Wang","55631037100","35701"
"Hui","Wang","55719820500","27779"
"Hui","Wang","55719820500","40551"
"Hui","Wang","55719820700","18808"
"Hui","Wang","55719820700","27779"
"Hui","Wang","55719820700","35701"
"Hui","Wang","55719820700","40551"
"Hui","Wang","55719821000","18808"
"Hui","Wang","55733817400","35701"
"Hui","Wang","55733817800","18808"
"Hui","Wang","55880068200","18808"
"Hui","Wang","55880068200","35701"
"Hui","Wang","56379698700","35701"
"Hui","Wang","56695454200","18808"
"Hui","Wang","56844772700","27779"
"Hui","Wang","56844772700","40551"
"Hui","Wang","57154899400","18808"
"Hui","Wang","57154899400","27779"
"Hui","Wang","57154899400","35701"
"Hui","Wang","57154899400","40551"
"Hui","Wang","57192239375","18808"
"Hui","Wang","57192239375","35701"
"Hui","Wang","7406692474","18808"
"Hui","Wang","7406692474","27779"
"Hui","Wang","7406692474","40551"
"Hui","Wang","7501734433","35701"
"Hui","Wang","7501736548","18808"
"Hui","Wang","7501736548","35701"
"Hui","Wang","7501741974","18808"
"Hui","Wang","7501741974","35701"
"Hui","Wang","7501745655","18808"
"Hui","Wang","7501745655","27779"
"Hui","Wang","7501745655","35701"
"Hui","Wang","7501745655","40551"
"Hui","Wang","7501748193","18808"
"Hui","Wang","7501748193","27779"
"Hui","Wang","7501748193","35701"
"Hui","Wang","7501748193","40551"
"Hui","Wang","7501876386","18808"
"Hui","Wang","7501876386","35701"
"Hui","Wang","7601508046","18808"
"Hui","Wang","7601508046","35701"
"Hui","Wang","8058563300","18808"
"Hui","Wang","8058563300","27779"
"Hui","Wang","8058563300","35701"
"Hui","Wang","8058563300","40551"
"Hui","Wang","8957318600","18808"
"Hui","Wu","17347380600","14999"
"Hui","Wu","23390858100","14999"
"Hui","Wu","7404975126","14999"
"Hui","Wu","7406900277","14999"
"Hui","Wu","8061868700","14999"
"Hui","Wu","8601252500","14999"
"Hui","Wu","8698712700","14999"
"Hui","Xiong","10043678400","33830"
"Hui","Xiong","13906126000","17409"
"Hui","Xiong","34876109100","17409"
"Hui","Xiong","34876109100","33830"
"Hui","Xiong","35243890800","33830"
"Hui","Xiong","35243890800","6274"
"Hui","Xiong","35759827400","17409"
"Hui","Xiong","36141420700","33830"
"Hui","Xiong","36852326000","17409"
"Hui","Xiong","36912783900","6274"
"Hui","Xiong","54387642200","17409"
"Hui","Xiong","7201935465","33830"
"Hui","Xiong","7201935465","6274"
"Hui","Xiong","7201935470","17409"
"Hui","Xiong","7201935470","33830"
"Hui","Xiong","7201935470","6274"
"Hui","Xiong","7202010073","33830"
"Hui","Yang","16178549000","38890"
"Hui","Yang","23007298800","37810"
"Hui","Yang","23500331100","38890"
"Hui","Yang","24781461000","38890"
"Hui","Yang","35280993000","37810"
"Hui","Yang","35493514000","38890"
"Hui","Yang","51765020700","37810"
"Hui","Yang","55778145218","37810"
"Hui","Yang","55778145218","38890"
"Hui","Yang","7406563870","20872"
"Hui","Yang","7406563870","37810"
"Hui","Yang","7406563870","38890"
"Hui","Yang","7409391404","37810"
"Hui","Yang","7409391404","38890"
"Hui","Zhang","14023777300","21474"
"Hui","Zhang","14023777300","2905"
"Hui","Zhang","35235961100","21474"
"Hui","Zhang","35235961100","2905"
"Hui","Zhang","35411024600","21474"
"Hui","Zhang","35411024600","2905"
"Hui","Zhang","38662067900","21474"
"Hui","Zhang","38662067900","2905"
"Hui","Zhang","55156859600","21474"
"Hui","Zhang","55156859600","2905"
"Hui","Zhang","55717572200","21474"
"Hui","Zhang","55717572200","2905"
"Hui","Zhang","7405494946","21474"
"Hui","Zhang","7405494946","2905"
"Hui","Zhang","8412850400","21474"
"Hui","Zhang","8412850400","2905"
"Hui","Zhao","35723299400","1930"
"Hui","Zhao","55521595200","1930"
"Hui","Zhao","7403535102","1930"
"Hui","Zhao","7404778461","1930"
"Hui","Zhao","8855730900","1930"
"Huichun","Zhang","55061735000","16924"
"Huijie","Xue","7202516881","39581"
"Huiming","Bao","7102201467","18625"
"Huiming","Bao","7102201467","22986"
"Huirong","Fu","7402948357","39981"
"Huirong","Fu","7402948357","5754"
"Huixia","Wang","16044332500","42094"
"Huixia","Wang","56553388500","42094"
"Huixin","He","55511535800","34950"
"Huixin","He","55511535800","36303"
"Huixin","He","56303063900","34950"
"Huixin","He","57191328949","34950"
"Huiyan","Sang","23111343500","26734"
"Huiyang","Zhou","51561851500","14809"
"Huiyang","Zhou","56884938900","14809"
"Huiyang","Zhou","57141087000","14809"
"Huizhong","Xu","15058404400","1842"
"Humphrey","Maris","7005492534","2388"
"Hung","La","34881978000","34709"
"Hung","La","56382164300","34709"
"Hung","Ngo","56735657800","31973"
"Hung","Ngo","7005488530","12374"
"Hung","Ngo","7005488530","31973"
"Hung","Tran","36619817200","29754"
"Hung","Tran","7202596558","29754"
"Hunter","Close","36522524200","17281"
"Huseyin","Topaloglu","7005488047","2591"
"Huseyin","Topaloglu","7005488047","35544"
"Husheng","Li","24281766500","17205"
"Husheng","Li","24281766500","18247"
"Husheng","Li","24281766500","31618"
"Husheng","Li","55707683200","18247"
"Husheng","Li","55707683300","18247"
"Husheng","Li","7409462715","17205"
"Husheng","Li","7409462715","31618"
"Hussam","Mahmoud","7102271752","38692"
"Huw","Davies","13003463200","13401"
"Huw","Davies","13003463200","14468"
"Huw","Davies","13003463200","40610"
"Huw","Davies","7402234138","13401"
"Huw","Morgan","16039704700","10393"
"Huy","Vo","14828354800","16065"
"Huy","Vo","56385321300","16065"
"Huzefa","Rangwala","9737265900","18687"
"Huzefa","Rangwala","9737265900","24851"
"Huzefa","Rangwala","9737265900","37847"
"Hy","Trac","6506175565","23095"
"Hy","Trac","6506175565","7310"
"Hyesoon","Kim","8851882000","5063"
"Hyman","Bass","7103375714","23456"
"Hyman","Bass","7103375714","2948"
"Hyodae","Seo","14032006000","28785"
"Hyodae","Seo","56676862500","28785"
"Hyomin","Kim","55948461100","26026"
"Hyosub","Kil","7003968424","16991"
"Hyung","Kim","55030838000","15576"
"Hyung","Kim","55949767700","15576"
"Hyung","Kim","56065422200","15576"
"Hyung","Kim","7410128932","15576"
"Hyunju","Kim","36062205600","27492"
"Hyunju","Kim","56073993300","27492"
"Hyunsoo","Han","7401968937","30107"
"Hyunsook","Do","7005334394","10935"
"Iain","Couzin","55889306800","14315"
"Ian","Akyildiz","7005682151","7368"
"Ian","Anderson","35098376300","10814"
"Ian","Anderson","35223022500","10814"
"Ian","Anderson","56050568500","10814"
"Ian","Anderson","56700531400","10814"
"Ian","Anderson","56721485300","10814"
"Ian","Anderson","7201352511","10814"
"Ian","Anderson","7201352539","10814"
"Ian","Anderson","7201352665","10814"
"Ian","Appelbaum","6701737201","16367"
"Ian","Appelbaum","6701737201","31829"
"Ian","Baker","7102890144","208"
"Ian","Billick","7004175017","15338"
"Ian","Billick","7004175017","20212"
"Ian","Billick","7004175017","23388"
"Ian","Biringer","24537046100","22404"
"Ian","Brown","15068071500","3821"
"Ian","Brown","55466164600","3821"
"Ian","Brown","55738162300","3821"
"Ian","Brown","55885848500","3821"
"Ian","Brown","7404161092","3821"
"Ian","Dalziel","7003910318","18047"
"Ian","Dalziel","7003910318","18370"
"Ian","Davidson","12344826300","34206"
"Ian","Dobson","7004415788","15355"
"Ian","Dobson","7004415788","2562"
"Ian","Duncan","35336322700","19495"
"Ian","Duncan","7103295667","19495"
"Ian","Duncan","7103295684","19495"
"Ian","Dworkin","6508245988","1101"
"Ian","Dworkin","6508245988","1108"
"Ian","Ehrenreich","12142718500","24989"
"Ian","Eisenman","8601841600","29080"
"Ian","Fisher","34770567400","13297"
"Ian","Fisher","56545240200","13297"
"Ian","Foster","35572232000","1674"
"Ian","Foster","35572232000","36808"
"Ian","Foster","35572232000","37472"
"Ian","Foster","55192430300","1674"
"Ian","Foster","55192430300","36808"
"Ian","Foster","55192430300","37472"
"Ian","Foster","57188573128","36808"
"Ian","Garrick-Bethell","9237614300","4895"
"Ian","Getreu","6602992459","40612"
"Ian","Gilby","8750713700","4827"
"Ian","Hewson","6602360695","29053"
"Ian","Hiskens","7006588301","22221"
"Ian","Hiskens","7006588301","37033"
"Ian","Kaplan","56720123100","30504"
"Ian","Kaplan","8502404200","30504"
"Ian","Papautsky","7003674446","27336"
"Ian","Papautsky","7003674446","29919"
"Ian","Pepper","7006716062","790"
"Ian","Robertson","55783148600","31383"
"Ian","Robertson","56208242500","31383"
"Ian","Robertson","7202282179","31383"
"Ian","Robertson","7202282193","31383"
"Ian","Robertson","7404526892","31383"
"Ian","Robertson","7404532167","31383"
"Ian","Sellers","6602493159","16150"
"Ian","Sellers","6602493159","21853"
"Ian","Shipman","25824461300","13216"
"Ian","Walker","13606056500","7816"
"Ian","Walker","13805459900","3646"
"Ian","Walker","35593049800","28243"
"Ian","Walker","35593049800","7816"
"Ian","Walker","35601918000","3646"
"Ian","Walker","7201911908","3646"
"Ian","Wallace","23098864100","38037"
"Ian","Wallace","7006235790","38037"
"Ian","Wheeldon","22942841100","30751"
"Ian","Whitacre","36144757900","33373"
"Ian","White","35235524000","37451"
"Ian","White","35395011200","37451"
"Ian","White","35395011200","8169"
"Ian","White","56186345400","37451"
"Ian","White","7402165247","8169"
"Ian","Wickersham","15756489600","38440"
"Iban","Ubarretxena-Belandia","6602311958","17765"
"Ibrahim","Jawahir","7004514593","31092"
"Ibrahim","Ozbolat","35273063400","27675"
"Ibrahim","Ozbolat","35273063400","40209"
"Ibrahim","Zeid","7006538978","31521"
"Iddo","Friedberg","7003385962","10636"
"Idelle","Cooper","36625061600","39497"
"Ido","Golding","6701314358","10721"
"Ifeoma","Nwogu","24177267900","20839"
"Ifeoma","Nwogu","24177267900","23345"
"Igal","Szleifer","7003378431","18347"
"Igal","Szleifer","7003378431","30717"
"Ignacio","Moore","56828870500","10466"
"Ignacio","Moore","56828870500","22835"
"Ignacio","Moore","7102234283","10466"
"Ignacio","Moore","7102234283","22835"
"Ignacio","Taboada","35238956600","13445"
"Ignacio","Uriarte-Tuero","23983409400","5302"
"Ignatius","Rigor","6602566418","13043"
"Ignatius","Rigor","6602566418","3549"
"Ignatius","Rigor","6602566418","4391"
"Igor","Beloborodov","7003875810","12093"
"Igor","Belykh","6603668997","3025"
"Igor","Frenkel","6603881270","2693"
"Igor","Grigoriev","25027225800","39315"
"Igor","Grigoriev","25027225800","39376"
"Igor","Jovanovic","7005436425","27448"
"Igor","Kaganovich","56526565500","26938"
"Igor","Kamenkovich","6701335510","11686"
"Igor","Klebanov","7006672674","23265"
"Igor","Luzinov","35561300600","7114"
"Igor","Markov","7102467660","12506"
"Igor","Polyakov","7006359209","13037"
"Igor","Polyakov","7006359209","2547"
"Igor","Puchtel","6603763674","37796"
"Igor","Rodnianski","6602772878","5962"
"Igor","Rubtsov","7005581466","3132"
"Igor","Sokolov","7202918583","34932"
"Igor","Sokolov","7202918914","19476"
"Igor","Sokolov","7202918914","34932"
"Igor","Yanovsky","16403652300","14919"
"Ihab","Ragai","8534015800","40964"
"Ihab","Ragai","8534015800","42219"
"Ihsan","Al-Shehbaz","7006943701","18759"
"Ikhlas","Abdel-Qader","6507476260","2424"
"Ikhlas","Abdel-Qader","6507476260","2601"
"Ilan","Benjamin","35578733400","30119"
"Ilan","Levine","7005349491","1102"
"Ilan","Levine","7005349491","17583"
"Ilan","Wapinski","7801466178","35195"
"Ilana","Horn","7003641006","8209"
"Ilaria","Pascucci","6602846099","23088"
"Ileana","Streinu","6603558668","23829"
"Ilene","Rosen","36777387700","9687"
"Ilenia","Battiato","35110840200","40132"
"Iliana","Baums","8410963200","41746"
"Ilias","Tagkopoulos","14025920800","26168"
"Ilinca","Stanciulescu","12790619700","40310"
"Ilka","Feller","7006103190","5977"
"Ilkay","Altintas","6505855259","1475"
"Ilkay","Altintas","6505855259","5722"
"Illah,Reza","Nourbakhsh","6701422876","3141"
"Illya","Hicks","6603575737","31030"
"Illya","Hicks","6603575737","9251"
"Ilona","Jaspers","6701534497","5342"
"Ilona","Kretzschmar","56978094100","17540"
"Ilona","Kretzschmar","56978094100","20541"
"Ilona","Kretzschmar","56978094100","29241"
"Ilse","Ipsen","6603710519","50"
"Ilya,V.","Kolmanovsky","7006937254","31019"
"Ilya,V.","Kolmanovsky","7006937254","9223"
"Ilya","Avdeev","6701337120","9434"
"Ilya","Baldin","56746286600","18016"
"Ilya","Bindeman","6701722315","37819"
"Ilya","Bindeman","6701722315","506"
"Ilya","Fabrikant","7003619303","30500"
"Ilya","Finkelstein","7004759754","38798"
"Ilya","Gelfand","7005158657","29395"
"Ilya","Kofman","6701542420","42254"
"Ilya","Kravchenko","55537012200","21900"
"Ilya","Krivorotov","6701843693","14145"
"Ilya","Krivorotov","6701843693","8742"
"Ilya","Lashuk","35117702900","33600"
"Ilya","Nemenman","56004966100","32242"
"Ilya","Nemenman","6602699412","32242"
"Ilya","Udovydchenkov","8260750200","19878"
"Ilya","Vakser","35780502500","20199"
"Ilya","Vakser","35780502500","25965"
"Ilya","Vakser","7003854995","20199"
"Ilya","Vakser","7003854995","25965"
"Ilya","Vekhter","6602487151","32203"
"Ilya","Vekhter","6602487151","6853"
"Ilya","Zaslavsky","6603154592","10822"
"Ilya","Zaslavsky","6603154592","16707"
"Ilya","Zaslavsky","6603154592","26828"
"Imara","Perera","7003743754","4791"
"Imke","de,Pater","56652645400","23166"
"Imke","de,Pater","56652645400","2981"
"Imke","de,Pater","7007158694","23166"
"Imke","de,Pater","7007158694","2981"
"Imme","Ebert-Uphoff","56955282200","37575"
"Imre","Bartos","35236259000","30950"
"Inanc","Senocak","6603117071","16474"
"Inderjit","Dhillon","6603876297","24085"
"Inderjit","Dhillon","6603876297","7956"
"Indika","Arachchige","6507421681","41336"
"Indrakshi","Ray","7004434675","3338"
"Indranath","Dutta","7006686780","16442"
"Indranath","Dutta","7006686780","6346"
"Indranil","Brahma","8135161300","25968"
"Indranil","Gupta","56211916200","2334"
"Indranil","Gupta","56211916200","23856"
"Indranil","Gupta","56211916200","31943"
"Indrek","Wichman","7004239774","19674"
"Ineke","Marshall","12794686100","33766"
"Inga","Musselman","6701659415","30840"
"Ingi","Agnarsson","6603267245","23336"
"Ingi","Agnarsson","6603267245","27583"
"Ingo","Schlupp","7003805419","8775"
"Ingo","Sonder","12767245500","27393"
"Ingo","Sonder","12767245500","40433"
"Ingo","Wiedenhoever","6603193396","30454"
"Ingo","Wiedenhoever","6603193396","34945"
"Ingo","Wiedenhoever","6603193396","5848"
"Ingrid","Erickson","55893501100","27135"
"Ingrid","Hendy","6602490928","21591"
"Ingrid","Hendy","6602490928","33102"
"Ingrid","Johanson","8882065300","4870"
"Ingrid","Parker","56497592800","1569"
"Ingrid","Parker","7102158268","1569"
"Ingrid","Wilke","7004869426","25983"
"Ingrid","Wilke","7004869426","2707"
"Insup","Lee","36071144900","16336"
"Insup","Lee","36071144900","17197"
"Insup","Lee","36071144900","24867"
"Insup","Lee","36071144900","4104"
"Insup","Lee","36071144900","9607"
"Insup","Lee","36071144900","9852"
"Insup","Lee","55519708000","16336"
"Insup","Lee","55519708000","17197"
"Insup","Lee","55519708000","24867"
"Insup","Lee","55519708000","4104"
"Insup","Lee","55519708000","9607"
"Insup","Lee","55519708000","9852"
"Insup","Lee","56820505100","16336"
"Insup","Lee","56820505100","17197"
"Insup","Lee","56820505100","24867"
"Insup","Lee","56820505100","4104"
"Insup","Lee","56820505100","9607"
"Insup","Lee","56820505100","9852"
"Insup","Lee","56878048200","16336"
"Insup","Lee","56878048200","17197"
"Insup","Lee","56878048200","24867"
"Insup","Lee","56878048200","4104"
"Insup","Lee","56878048200","9607"
"Insup","Lee","56878048200","9852"
"Ioan","Lascu","23060994300","23439"
"Ioan","Raicu","8431508500","40066"
"Ioan","Raicu","8431508500","5089"
"Ioana","Banicescu","6505970446","4034"
"Ioannis","Brilakis","8837673400","3954"
"Ioannis","Kakadiaris","35600180100","1250"
"Ioannis","Kakadiaris","35600180100","16117"
"Ioannis","Kakadiaris","35600180100","24109"
"Ioannis","Kakadiaris","35600180100","25107"
"Ioannis","Koutromanos","24605362100","40299"
"Ioannis","Kymissis","6603149945","20596"
"Ioannis","Kymissis","6603149945","26759"
"Ioannis","Kymissis","6603149945","34938"
"Ioannis","Paschalidis","6701781472","16974"
"Ioannis","Paschalidis","6701781472","17154"
"Ioannis","Poulakakis","6507463339","27854"
"Ioannis","Schizas","16069661200","15076"
"Ioannis","Tomazos","35235543200","16197"
"Ion","Mandoiu","6603701683","42455"
"Ion","Stoica","57045587600","12461"
"Ion","Stoica","57045587600","9877"
"Ion","Stoica","7007009125","12461"
"Ion","Stoica","7007009125","9877"
"Ionut","Chifan","36084209300","20463"
"Ionut","Chifan","36084209300","21096"
"Iqbal","Husain","7006220122","22240"
"Iqbal","Husain","7006220122","278"
"Ira","Greenberg","7006779609","24461"
"Ira","Papick","8967220800","4055"
"Ira","Wasserman","7006442115","2559"
"Irby","Lovette","6701399913","40890"
"Irem","Tumer","6701519807","29956"
"Irem","Tumer","6701519807","30169"
"Irem","Tumer","6701519807","30177"
"Irena","Knezevic","16239166900","12718"
"Irena","Lasiecka","7006247115","37248"
"Irene","Kimaru","14021691900","10077"
"Irene","Lee","37049104500","17372"
"Irene","Lee","37049104500","36831"
"Irene","Lee","56473113600","17372"
"Irene","Lee","56683576700","17372"
"Irene","Salinas","7004092421","28270"
"Irene","Salinas","7004092421","39372"
"Irene","Salter","36995087600","10057"
"Irene","Wong","36920954700","11644"
"Irene","Xagoraraki","6506923841","16907"
"Irfan","Ahmad","56894646100","6104"
"Irfan","Ahmad","7201878490","6104"
"Irfan","Ahmed","56820844000","33725"
"Irfan","Ahmed","57191496317","33725"
"Irfan","Azeem","55226015400","28599"
"Irfan","Essa","56596428500","34779"
"Irfan","Essa","6701806882","34779"
"Irina","Arkhipova","7004184915","8439"
"Irina","Chernyshova","7003559952","25774"
"Irina","Dolinskaya","34771136400","20749"
"Irina","Kogan","15077458300","23877"
"Irina","Makarevitch","6507262628","17038"
"Irina","Makarevitch","6507262628","37284"
"Irina","Novikova","7005153366","22327"
"Irina","Novikova","7005153366","2857"
"Irina","Panyushkina","6506064836","2756"
"Irina","Panyushkina","6506064836","8565"
"Irina","Pogozheva","6602976306","10440"
"Irina","Pogozheva","6602976306","39544"
"Irina","Rypina","8260750100","11666"
"Irina","Rypina","8260750100","25246"
"Irina","Rypina","8260750100","29004"
"Irinel","Chiorescu","6603378684","13570"
"Iris","Grossmann","16230003800","26695"
"Iris","Meier","7005623189","17718"
"Iris","Weiss","16067512100","1197"
"Irma","Kuljanishvili","6506863641","25984"
"Irving","Epstein","7004413745","317"
"Irving","Herman","7103126262","6272"
"Irving","Weinberg","56890803300","40647"
"Irving","Weinberg","7006386695","40647"
"Isaac","Chuang","7007024509","210"
"Isaac","Chuang","7007024509","31771"
"Isaac","Chuang","7007024509","7414"
"Isaac","Ghansah","55174512100","3773"
"Isaac","Held","7005808242","10319"
"Isaac","Klapper","6701571840","1316"
"Isaac","Krauss","6701668438","18834"
"Isaac","Silvera","7004559226","22391"
"Isabell","Thomann","6602447739","34875"
"Isabella","Cattadori","6602827007","10471"
"Isabella","Verdinelli","6507381046","13928"
"Isabelle","Perrigne","6603116427","22780"
"Ishfaq","Ahmad","7201878459","11942"
"Ishwara","Bhat","35562774500","21765"
"Isiah","Warner","35557724800","22201"
"Isiah","Warner","35557724800","5565"
"Isil","Dillig","22936636100","38801"
"Isis","Kuczaj","55749325600","31244"
"Isis","Settles","6507055185","38105"
"Isla","Simpson","34771961800","23552"
"Islam","Hussein","26643277000","4006"
"Ismat","Shah","55663174600","16325"
"Israel","Klich","6603764808","2106"
"Israel","Wachs","7006804734","21082"
"Issa","Batarseh","7004719208","11855"
"Issa","Batarseh","8617800100","11855"
"Istvan","Albert","7005522163","13456"
"Istvan","Szunyogh","6701652354","17005"
"Istvan","Urcuyo","6603228142","39630"
"Itai","Cohen","35315457300","41407"
"Itai","Cohen","35315457300","5272"
"Itamar","Arel","26530742100","16060"
"Itay","Neeman","7003396857","40326"
"Itay","Neeman","7003396857","4494"
"Iulian","Neamtiu","10041674000","10982"
"Iulian","Neamtiu","10041674000","5841"
"Ivan","Aprahamian","6507702735","18838"
"Ivan","Ash","14622265500","23676"
"Ivan","Baxter","15756855100","8923"
"Ivan","Bazarov","7004147988","11834"
"Ivan","Bazarov","7004147988","257"
"Ivan","Bazarov","7004147988","33174"
"Ivan","Bazarov","7004147988","40028"
"Ivan","Cheng","7102537473","1385"
"Ivan","Corwin","36083953300","36341"
"Ivan","Corwin","36083953300","37429"
"Ivan","Deutsch","7004689336","14372"
"Ivan","Deutsch","7004689336","22184"
"Ivan","Esparragoza","6506807401","10073"
"Ivan","Fernandez","7101615738","10334"
"Ivan","Fernandez","7101615738","5276"
"Ivan","Fernandez","7101615738","8269"
"Ivan","Garibay","6505821746","27270"
"Ivan","Lima","35516854400","35637"
"Ivan","Lima","35516854400","4615"
"Ivan","Rabak","37047875200","33282"
"Ivan","Ramler","27567933200","39634"
"Ivan","Rodero","22939030800","21780"
"Ivan","Rodero","22939030800","22685"
"Ivan","Rodero","22939030800","26152"
"Ivan","Rodero","22939030800","40437"
"Ivan","Smalyukh","6602437919","32201"
"Ivaylo","Ivanov","35576835900","10961"
"Ivelisse","Rubio","23493791300","17972"
"Ivelisse","Rubio","23493791300","28967"
"Ivette","Perfecto","6701702950","10394"
"Ivica","Bukvic","35093638900","21753"
"Ivon","Arroyo","55895204600","24589"
"Ivon","Arroyo","55895204600","40658"
"Ivy","Pike","7003707538","35190"
"Iyad","Obeid","6602243911","21745"
"Izabela","Szlufarska","6602880404","25277"
"Izabela","Szlufarska","6602880404","34869"
"Izabela","Szlufarska","6602880404","6891"
"Izhak","Shafran","13907300200","3793"
"Izumi","Shimada","7102867519","12267"
"Izzet","Coskun","55880905800","1715"
"Izzet","Coskun","55880905800","18139"
"Izzet","Coskun","55880905800","40711"
"J.","Brown","55353841700","13306"
"J.","Brown","55644000076","13306"
"J.","Brown","56307300800","13306"
"J.","Brown","56962718900","13306"
"J.","Brown","7405388527","13306"
"J.","Brown","7406467647","13306"
"J.","Brown","7408312160","13306"
"J.","Shohet","56808962200","6010"
"JOHN","MONNIER","35401873900","40516"
"JOHN","MONNIER","57114425000","11489"
"JOHN","MONNIER","57114425000","20922"
"JOHN","MONNIER","57114425000","40516"
"JOHN","MONNIER","57192658992","11489"
"JOHN","MONNIER","57192658992","20922"
"JOHN","MONNIER","57192658992","40516"
"Jaafar","El-Awady","23003982500","38898"
"Jaber","Abu,Qahouq","6603944383","25549"
"Jacek","Jasinski","56441016500","33293"
"Jacimaria","Batista","7005814273","21160"
"Jacinta","Beehner","8210520900","19228"
"Jacinta","Beehner","8210520900","26406"
"Jacinta","Beehner","8210520900","28265"
"Jacinta","Conrad","12244625200","41561"
"Jack","Baker","8646972700","1705"
"Jack","Bateman","7202065474","27688"
"Jack","Beuth","7102508517","17902"
"Jack","Beuth","7102508517","25977"
"Jack","Beuth","7102508517","3931"
"Jack","Broughton","56624127300","24181"
"Jack","Burns","7403681349","6989"
"Jack","Conrad","17343668900","24676"
"Jack","Dibb","7006686129","13103"
"Jack","Dibb","7006686129","39244"
"Jack","Dibb","7006686129","4346"
"Jack","Dibb","7006686129","9590"
"Jack","Dongarra","7102112094","36374"
"Jack","East","7102353807","7812"
"Jack","Elston","24281264000","16291"
"Jack","Gabel","7102888723","1491"
"Jack","Harris","55474569000","13461"
"Jack","Harris","55474569000","6947"
"Jack","Hayes","55421933000","39419"
"Jack","Hu","35210353600","6124"
"Jack","Hu","7404287424","6124"
"Jack","Huang","35210353600","688"
