Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Rao, N.S.V., Liu, Q., Sen, S., Towsley, D., Vardoyan, G., Kettimuthu, R., Foster, I.","TCP throughput profiles using measurements over dedicated connections",2017,"HPDC 2017 - Proceedings of the 26th International Symposium on High-Performance Parallel and Distributed Computing",,,,"193","204",,,10.1145/3078597.3078615,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025814528&doi=10.1145%2f3078597.3078615&partnerID=40&md5=9ed02b58b7413ca051394b7696650fd4",Conference Paper,Scopus,2-s2.0-85025814528
"Rao, N.S.V., Liu, Q., Sen, S., Hinkel, G., Imam, N., Foster, I., Kettimuthu, R., Settlemyer, B.W., Wu, C.Q., Yun, D.","Experimental Analysis of File Transfer Rates over Wide-Area Dedicated Connections",2017,"Proceedings - 18th IEEE International Conference on High Performance Computing and Communications, 14th IEEE International Conference on Smart City and 2nd IEEE International Conference on Data Science and Systems, HPCC/SmartCity/DSS 2016",,, 7828379,"198","205",,1,10.1109/HPCC-SmartCity-DSS.2016.0038,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013635220&doi=10.1109%2fHPCC-SmartCity-DSS.2016.0038&partnerID=40&md5=0a5cedea0265ec46eeab41bc0bf4c82d",Conference Paper,Scopus,2-s2.0-85013635220
"Liu, Q., Rao, N.S.V., Wu, C.Q., Yun, D., Kettimuthu, R., Foster, I.T.","Measurement-based performance profiles and dynamics of UDT over dedicated connections",2016,"Proceedings - International Conference on Network Protocols, ICNP","2016-December",, 7784418,"","",,,10.1109/ICNP.2016.7784418,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009446581&doi=10.1109%2fICNP.2016.7784418&partnerID=40&md5=7c5b8dbaba93d481c5805ec6917045fe",Conference Paper,Scopus,2-s2.0-85009446581
"Chung, J., Jung, E.-S., Kettimuthu, R., Rao, N.S.V., Foster, I.T., Clark, R., Owen, H.","Advance reservation access control using software-defined networking and tokens",2016,"Future Generation Computer Systems",,,,"","",,,10.1016/j.future.2017.03.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016036338&doi=10.1016%2fj.future.2017.03.010&partnerID=40&md5=f4a23c4ffe25742d1ea98e9cf835fc37",Article in Press,Scopus,2-s2.0-85016036338
"Rao, N.S.V., Towsley, D., Vardoyan, G., Settlemyer, B.W., Foster, I.T., Kettimuthu, R.","Sustained wide-area TCP memory transfers over dedicated connections",2015,"Proceedings - 2015 IEEE 17th International Conference on High Performance Computing and Communications, 2015 IEEE 7th International Symposium on Cyberspace Safety and Security and 2015 IEEE 12th International Conference on Embedded Software and Systems, HPCC-CSS-ICESS 2015",,, 7336397,"1603","1606",,2,10.1109/HPCC-CSS-ICESS.2015.86,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961753046&doi=10.1109%2fHPCC-CSS-ICESS.2015.86&partnerID=40&md5=51ee14804ebfabb5f6dd4b6facb1ee07",Conference Paper,Scopus,2-s2.0-84961753046
