Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"John, B.A., Xu, T., Ripp, S., Wang, H.-C.R.","A Real-Time Non-invasive Auto-bioluminescent Urinary Bladder Cancer Xenograft Model",2017,"Molecular Imaging and Biology","19","1",,"10","14",,,10.1007/s11307-016-0989-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979256268&doi=10.1007%2fs11307-016-0989-y&partnerID=40&md5=f539c192cfc84e42e6f8188b5a916f43",Article,Scopus,2-s2.0-84979256268
"Xu, T., Close, D., Handagama, W., Marr, E., Sayler, G., Ripp, S.","The expanding toolbox of in vivo bioluminescent imaging",2016,"Frontiers in Oncology","6","JUN", 150,"","",,2,10.3389/fonc.2016.00150,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982791126&doi=10.3389%2ffonc.2016.00150&partnerID=40&md5=53eedb147528c7d57018af65dd318a46",Short Survey,Scopus,2-s2.0-84982791126
"Kuncová, G., Ishizaki, T., Solovyev, A., Trögl, J., Ripp, S.","The repetitive detection of toluene with bioluminescence bioreporter pseudomonas putida TVA8 encapsulated in silica hydrogel on an optical fiber",2016,"Materials","9","6", 467,"","",,,10.3390/ma9060467,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975693032&doi=10.3390%2fma9060467&partnerID=40&md5=d8ff9acd09bddbacfff4252115a2d88c",Article,Scopus,2-s2.0-84975693032
"Xu, X., Oliff, K., Xu, T., Ripp, S., Sayler, G., Zhuang, J.","Microbial availability of mercury: effective detection and organic ligand effect using a whole-cell bioluminescent bioreporter",2015,"Ecotoxicology","24","10",,"2200","2206",,2,10.1007/s10646-015-1553-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948381999&doi=10.1007%2fs10646-015-1553-2&partnerID=40&md5=eb7021a8a7f3d35c47fe44989e16a68b",Article,Scopus,2-s2.0-84948381999
"Xu, T., Marr, E., Lam, H., Ripp, S., Sayler, G., Close, D.","Real-time toxicity and metabolic activity tracking of human cells exposed to Escherichia coli O157:H7 in a mixed consortia",2015,"Ecotoxicology","24","10",,"2133","2140",,2,10.1007/s10646-015-1552-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948384830&doi=10.1007%2fs10646-015-1552-3&partnerID=40&md5=87becadb8aae80d2e70f864146cafd5a",Article,Scopus,2-s2.0-84948384830
"Du, L., Arnholt, K., Ripp, S., Sayler, G., Wang, S., Liang, C., Wang, J., Zhuang, J.","Biological toxicity of cellulose nanocrystals (CNCs) against the luxCDABE-based bioluminescent bioreporter Escherichia coli 652T7",2015,"Ecotoxicology","24","10",,"2049","2053",,7,10.1007/s10646-015-1555-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948387948&doi=10.1007%2fs10646-015-1555-0&partnerID=40&md5=31fab9bb0e3f3c5e52eea1f8ce758c99",Article,Scopus,2-s2.0-84948387948
"Xu, T., Perry, N., Chuahan, A., Sayler, G., Ripp, S.","Microbial Indicators for Monitoring Pollution and Bioremediation",2014,"Microbial Biodegradation and Bioremediation",,,,"116","136",,,10.1016/B978-0-12-800021-2.00005-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941798343&doi=10.1016%2fB978-0-12-800021-2.00005-4&partnerID=40&md5=11f8aba8d5f4514acbfb63d1a06bc039",Book Chapter,Scopus,2-s2.0-84941798343
"Xu, T., Ripp, S., Sayler, G.S., Close, D.M.","Expression of a humanized viral 2A-Mediated lux operon efficiently generates autonomous bioluminescence in human cells",2014,"PLoS ONE","9","5", e96347,"","",,6,10.1371/journal.pone.0096347,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900408705&doi=10.1371%2fjournal.pone.0096347&partnerID=40&md5=3d49f6de5e04d1a8664b4967760df146",Article,Scopus,2-s2.0-84900408705
"Close, D., Xu, T., Ripp, S., Sayler, G.","Real-time bioluminescent tracking of cellular population dynamics",2014,"Methods in Molecular Biology","1098",,,"107","116",,,10.1007/978-1-62703-718-1_9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934439773&doi=10.1007%2f978-1-62703-718-1_9&partnerID=40&md5=2f63de96d8736ead0e5494bf600d805a",Article,Scopus,2-s2.0-84934439773
"Close, D., Xu, T., Ripp, S., Sayler, G.","Real-time bioluminescent tracking of cellular population dynamics",2014,"Methods in Molecular Biology","1098",,,"107","116",,,10.1007/978-1-62703-718-1-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891702276&doi=10.1007%2f978-1-62703-718-1-9&partnerID=40&md5=8e64832db2e3122000976719d0a25948",Article,Scopus,2-s2.0-84891702276
"Xu, T., Close, D., Smartt, A., Ripp, S., Sayler, G.","Detection of organic compounds with whole-cell bioluminescent bioassays",2014,"Advances in Biochemical Engineering/Biotechnology","144",,,"111","151",,6,10.1007/978-3-662-43385-0_4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921916248&doi=10.1007%2f978-3-662-43385-0_4&partnerID=40&md5=73f33de34dcf61e0988f83ecb4f4a2cc",Article,Scopus,2-s2.0-84921916248
"Shi, W.-J., Menn, F.-M., Xu, T., Zhuang, Z.T., Beasley, C., Ripp, S., Zhuang, J., Layton, A.C., Sayler, G.S.","C60 reduces the bioavailability of mercury in aqueous solutions",2014,"Chemosphere","95",,,"324","328",,5,10.1016/j.chemosphere.2013.09.027,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887610447&doi=10.1016%2fj.chemosphere.2013.09.027&partnerID=40&md5=0057cdfe6e4975a9b944fc98997fa283",Article,Scopus,2-s2.0-84887610447
"Xu, T., Close, D.M., Webb, J.D., Ripp, S.A., Sayler, G.S.","Autonomously bioluminescent mammalian cells for continuous and real-time monitoring of cytotoxicity",2013,"Journal of Visualized Experiments",,"80", e50972,"","",,2,10.3791/50972,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886828199&doi=10.3791%2f50972&partnerID=40&md5=fa1ce5bb3b904d2e9db79d9e284667d4",Article,Scopus,2-s2.0-84886828199
"Xu, T., Close, D.M., Webb, J.D., Price, S.L., Ripp, S.A., Sayler, G.S.","Continuous, real-time bioimaging of chemical bioavailability and toxicology using autonomously bioluminescent human cell lines",2013,"Proceedings of SPIE - The International Society for Optical Engineering","8723",, 872309,"","",,,10.1117/12.2015030,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881128984&doi=10.1117%2f12.2015030&partnerID=40&md5=c82a4bbee965ba0eb4c66c76b4240254",Conference Paper,Scopus,2-s2.0-84881128984
"Xu, T., Close, D.M., Sayler, G.S., Ripp, S.","Genetically modified whole-cell bioreporters for environmental assessment",2013,"Ecological Indicators","28",,,"125","141",,28,10.1016/j.ecolind.2012.01.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881119420&doi=10.1016%2fj.ecolind.2012.01.020&partnerID=40&md5=b942d026d1d485b7d1f0e4c51ec016ac",Article,Scopus,2-s2.0-84881119420
"Prado, M.E., Ghosh, D., Ripp, S.","Applications of bacteriophages for the control of veterinary pathogens",2012,"Bacterial Pathogens: Virulence Mechanisms, Diagnosis and Management",,,,"41","68",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891977911&partnerID=40&md5=466d8c826d6cd871a51c53787977dadd",Book Chapter,Scopus,2-s2.0-84891977911
