Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Solmaz, G., Turgut, D.","Modeling pedestrian mobility in disaster areas",2017,"Pervasive and Mobile Computing","40",,,"104","122",,,10.1016/j.pmcj.2017.05.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021319750&doi=10.1016%2fj.pmcj.2017.05.005&partnerID=40&md5=7b690bea5680519cdbad91ad702c6b48",Article,Scopus,2-s2.0-85021319750
"Raj, S., Hussain, F., Husein, Z., Torosdagli, N., Turgut, D., Deo, N., Pattanaik, S., Chang, C.-C.J., Jha, S.K.","A theorem proving approach for automatically synthesizing visualizations of flow cytometry data",2017,"BMC Bioinformatics","18",, 245,"","",,,10.1186/s12859-017-1662-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020178573&doi=10.1186%2fs12859-017-1662-4&partnerID=40&md5=8c021721d6db9a41b582eb77e19d97d4",Article,Scopus,2-s2.0-85020178573
"Bölöni, L., Turgut, D.","Value of information based scheduling of cloud computing resources",2017,"Future Generation Computer Systems","71",,,"212","220",,1,10.1016/j.future.2016.10.024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007524547&doi=10.1016%2fj.future.2016.10.024&partnerID=40&md5=fe09946ad46adc6d00d7671216d12f74",Article,Scopus,2-s2.0-85007524547
"Solmaz, G., Turgut, D.","Tracking pedestrians and emergent events in disaster areas",2017,"Journal of Network and Computer Applications","84",,,"55","67",,1,10.1016/j.jnca.2017.02.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013628478&doi=10.1016%2fj.jnca.2017.02.007&partnerID=40&md5=8ebbacd362b792c3af88789648b75de1",Article,Scopus,2-s2.0-85013628478
"Brust, M.R., Akbas, M.I., Turgut, D.","VBCA: A virtual forces clustering algorithm for autonomous aerial drone systems",2016,"10th Annual International Systems Conference, SysCon 2016 - Proceedings",,, 7490517,"","",,1,10.1109/SYSCON.2016.7490517,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979210049&doi=10.1109%2fSYSCON.2016.7490517&partnerID=40&md5=bd2554f0a96335d755b2717adbfd4b49",Conference Paper,Scopus,2-s2.0-84979210049
"Ilhan Akbaş, M., Solmaz, G., Turgut, D.","Molecular geometry inspired positioning for aerial networks",2016,"Computer Networks","98",,,"72","88",,2,10.1016/j.comnet.2016.02.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959517677&doi=10.1016%2fj.comnet.2016.02.001&partnerID=40&md5=62d4c2d3f41abf460bdf3a39c5609c66",Article,Scopus,2-s2.0-84959517677
"Wählisch, M., Turgut, D., Pfeifer, T., Jayasumana, A.P.","Special issue: Current and future architectures, protocols, and services for the Internet of Things",2016,"Computer Communications","74",,,"1","2",,1,10.1016/j.comcom.2016.01.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960077459&doi=10.1016%2fj.comcom.2016.01.003&partnerID=40&md5=c047410fdb07e108a57497cfd5a9f58e",Editorial,Scopus,2-s2.0-84960077459
"Khan, F.A., Khan, S.A., Turgut, D., Boloni, L.","Optimizing resurfacing schedules to maximize value of information in UWSNs",2016,"2016 IEEE Global Communications Conference, GLOBECOM 2016 - Proceedings",,, 7842108,"","",,,10.1109/GLOCOM.2016.7842108,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015441456&doi=10.1109%2fGLOCOM.2016.7842108&partnerID=40&md5=ec9da91493858bd23132b1ebaaabd8f5",Conference Paper,Scopus,2-s2.0-85015441456
"Khan, F.A., Khan, S.A., Turgut, D., Boloni, L.","Scheduling multiple mobile sinks in Underwater Sensor Networks",2015,"Proceedings - Conference on Local Computer Networks, LCN","26-29-October-2015",, 7366294,"149","156",,3,10.1109/LCN.2015.7366294,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973904795&doi=10.1109%2fLCN.2015.7366294&partnerID=40&md5=4f4a5e09a8612d4b6e548bf84da511f9",Conference Paper,Scopus,2-s2.0-84973904795
"Xu, J., Solmaz, G., Rahmatizadeh, R., Turgut, D., Boloni, L.","Animal monitoring with unmanned aerial vehicle-Aided wireless sensor networks",2015,"Proceedings - Conference on Local Computer Networks, LCN","26-29-October-2015",, 7366291,"125","132",,3,10.1109/LCN.2015.7366291,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973868609&doi=10.1109%2fLCN.2015.7366291&partnerID=40&md5=1e63492798e0c2ee4148669546a85e90",Conference Paper,Scopus,2-s2.0-84973868609
"Solmaz, G., Akbaş, M.I., Turgut, D.","A Mobility Model of Theme Park Visitors",2015,"IEEE Transactions on Mobile Computing","14","12", 7031936,"2406","2418",,4,10.1109/TMC.2015.2400454,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946949651&doi=10.1109%2fTMC.2015.2400454&partnerID=40&md5=5c458b2fcd999ed5ca2de7ac0f3655dd",Article,Scopus,2-s2.0-84946949651
"Solmaz, G., Turgut, D.","Pedestrian mobility in theme park disasters",2015,"IEEE Communications Magazine","53","7", 7158282,"172","177",,5,10.1109/MCOM.2015.7158282,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937874012&doi=10.1109%2fMCOM.2015.7158282&partnerID=40&md5=2ea4dd47c9ea86b26c02e87100078cd7",Article,Scopus,2-s2.0-84937874012
"Akbas, M.I., Erol-Kantarci, M., Turgut, D.","Localization for wireless sensor and actor networks with meandering mobility",2015,"IEEE Transactions on Computers","64","4", 6783777,"1015","1028",,6,10.1109/TC.2014.2315647,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925115325&doi=10.1109%2fTC.2014.2315647&partnerID=40&md5=32ad9b69ba54d934bfc3b75778cd49ee",Article,Scopus,2-s2.0-84925115325
"Akbaş, M.I., Brust, M.R., Turgut, D., Ribeiro, C.H.C.","A preferential attachment model for primate social networks",2015,"Computer Networks","76",,,"207","226",,2,10.1016/j.comnet.2014.11.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918795551&doi=10.1016%2fj.comnet.2014.11.009&partnerID=40&md5=228ba5951f88bdf78eff327d5f5b2908",Article,Scopus,2-s2.0-84918795551
