Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Lee, S., Masoud, M., Balaji, J., Belkasim, S., Sunderraman, R., Moon, S.-J.","A survey of tag-based information retrieval",2017,"International Journal of Multimedia Information Retrieval","6","2",,"99","113",,,10.1007/s13735-016-0115-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013795792&doi=10.1007%2fs13735-016-0115-6&partnerID=40&md5=b5313b82f8b98db7beb1f3cdd52623cb",Review,Scopus,2-s2.0-85013795792
"Jayakumar, B., Sunderraman, R.","Quasi-classical reasoning in paraconsistent databases",2017,"Annals of Mathematics and Artificial Intelligence",,,,"1","29",,,10.1007/s10472-017-9536-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009740954&doi=10.1007%2fs10472-017-9536-z&partnerID=40&md5=01a6fccb157a22f9dc99625eff76f8a1",Article in Press,Scopus,2-s2.0-85009740954
"Balaji, J., Sunderraman, R.","Distributed Graph Path Queries using Spark",2016,"Proceedings - International Computer Software and Applications Conference","2",, 7552228,"326","331",,,10.1109/COMPSAC.2016.98,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987935029&doi=10.1109%2fCOMPSAC.2016.98&partnerID=40&md5=d70cfcfd5a531d76d07e3a69db249a9d",Conference Paper,Scopus,2-s2.0-84987935029
"Balaji, J., Sunderraman, R.","Graph topology abstraction for distributed path queries",2016,"HPGP 2016 - Proceedings of the ACM Workshop on High Performance Graph Processing, Co-located with HPDC 2016",,,,"27","34",,,10.1145/2915516.2915520,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978920187&doi=10.1145%2f2915516.2915520&partnerID=40&md5=01dd3bb47b8d5cb88ef7c6a0fbadd35a",Conference Paper,Scopus,2-s2.0-84978920187
"Jayakumar, B., Sunderraman, R.","Handling inconsistent closed predicates: a paraconsistent approach",2016,"Proceedings - 2015 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2015",,, 7397439,"130","134",,,10.1109/WI-IAT.2015.109,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969242511&doi=10.1109%2fWI-IAT.2015.109&partnerID=40&md5=659d610c1d14aad03d5b20d232bf55b2",Conference Paper,Scopus,2-s2.0-84969242511
"Balaji, J., Sunderraman, R.","Scalable storage structure for pattern matching on big graph data",2015,"Proceedings - 2015 IEEE International Conference on Big Data, IEEE Big Data 2015",,, 7363958,"1848","1855",,1,10.1109/BigData.2015.7363958,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963735702&doi=10.1109%2fBigData.2015.7363958&partnerID=40&md5=219e6138cc9cd4a59633c61995e93d8b",Conference Paper,Scopus,2-s2.0-84963735702
"Jayakumar, B., Sunderraman, R.","Construction of p-minimal models using paraconsistent relational model",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9426",,,"16","28",,,10.1007/978-3-319-26181-2_2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952324846&doi=10.1007%2f978-3-319-26181-2_2&partnerID=40&md5=69b63e1103f48b9d9e71ecc7b0886c07",Conference Paper,Scopus,2-s2.0-84952324846
"Jayakumar, B., Sunderraman, R.","Paraconsistent relational model: A quasi-classic logic approach",2015,"CEUR Workshop Proceedings","1517",,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961166233&partnerID=40&md5=8a9bdd243483402914af38777951fb45",Conference Paper,Scopus,2-s2.0-84961166233
"Jayakumar, B., Sunderraman, R.","Description logic programs: A paraconsistent relational model approach",2015,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9413",,,"139","157",,,10.1007/978-3-319-27060-9_12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952001624&doi=10.1007%2f978-3-319-27060-9_12&partnerID=40&md5=d02210a2eb2537a65ea0f580ad4302ca",Conference Paper,Scopus,2-s2.0-84952001624
"Cheung, W.K., Sunderraman, R.","Preface from the workshop chairs WI-IAT 2013",2013,"Proceedings - 2013 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology - Workshops, WI-IATW 2013","3",, 6690667,"xii","xix",,,10.1109/WI-IAT.2013.213,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893312175&doi=10.1109%2fWI-IAT.2013.213&partnerID=40&md5=a73de7edd222e1848d9adf075c4ecf62",Editorial,Scopus,2-s2.0-84893312175
"Krishnamani, J., Zhao, Y., Sunderraman, R.","Forum summarization using topic models and content-metadata sensitive clustering",2013,"Proceedings - 2013 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology - Workshops, WI-IATW 2013","3",, 6690727,"195","198",,1,10.1109/WI-IAT.2013.182,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893277238&doi=10.1109%2fWI-IAT.2013.182&partnerID=40&md5=79161b963b95efd1f418e71a36d471db",Conference Paper,Scopus,2-s2.0-84893277238
"Liu, G., Krishnamani, J., Sunderraman, R., Li, Y.","Prediction-based routing with packet scheduling under temporal constraint in delay tolerant networks",2013,"2013 IEEE 32nd International Performance Computing and Communications Conference, IPCCC 2013",,, 6742793,"","",,1,10.1109/PCCC.2013.6742793,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897767498&doi=10.1109%2fPCCC.2013.6742793&partnerID=40&md5=359a462fb795b760632731016904bdc1",Conference Paper,Scopus,2-s2.0-84897767498
"Zheng, S., Tang, S., Sunderraman, R.","Combining multiple ontologies using Ε-connections",2013,"Applied Mechanics and Materials","241-244",,,"2601","2605",,,10.4028/www.scientific.net/AMM.241-244.2601,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872928112&doi=10.4028%2fwww.scientific.net%2fAMM.241-244.2601&partnerID=40&md5=4acdf2065d394eaf83d857949ac1e013",Conference Paper,Scopus,2-s2.0-84872928112
"Nikolic, S., Shankar, P., Arabandi, S., Dhawan, A., Sunderraman, R., Navathe, S., Malhotra, K., Singh, R.H.","ONSTR: The ontology for newborn screening follow-up and translational research",2013,"CEUR Workshop Proceedings","1060",,,"54","61",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922796990&partnerID=40&md5=47d7cb76ef788e0ec0dab7f4c1b4bb45",Conference Paper,Scopus,2-s2.0-84922796990
"Fang, M., Sunderraman, R.","A hybrid approach to constraint reasoning in bio-ontologies",2012,"7th International Conference on Digital Information Management, ICDIM 2012",,, 6360110,"320","325",,1,10.1109/ICDIM.2012.6360110,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871575386&doi=10.1109%2fICDIM.2012.6360110&partnerID=40&md5=c9842460c667349f7383d2742640402b",Conference Paper,Scopus,2-s2.0-84871575386
"Fang, M., Sunderraman, R.","RDL-SET: An expressive constraint language for OWL",2012,"Proceedings - International Workshop on Database and Expert Systems Applications, DEXA",,, 6327434,"249","253",,1,10.1109/DEXA.2012.39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869422507&doi=10.1109%2fDEXA.2012.39&partnerID=40&md5=fcf2fc3dccbe3a6e6b58c7682310473d",Conference Paper,Scopus,2-s2.0-84869422507
"Hill, S., Srichandan, B., Sunderraman, R.","An iterative MapReduce approach to frequent subgraph mining in biological datasets",2012,"2012 ACM Conference on Bioinformatics, Computational Biology and Biomedicine, BCB 2012",,,,"661","666",,16,10.1145/2382936.2383055,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869400244&doi=10.1145%2f2382936.2383055&partnerID=40&md5=a9ca08d33700b8526b6959850e22a3f1",Conference Paper,Scopus,2-s2.0-84869400244
