Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Foley, J.","Living by the lessons of the planet",2017,"Science","356","6335",,"251","252",,,10.1126/science.aal4863,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018586593&doi=10.1126%2fscience.aal4863&partnerID=40&md5=dd1d3530af93d745aa5cfcd80beecc7c",Review,Scopus,2-s2.0-85018586593
"Johnson, J.A., Runge, C.F., Senauer, B., Foley, J., Polasky, S.","Global agriculture and carbon trade-offs",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","34",,"12342","12347",,17,10.1073/pnas.1412835111,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906662191&doi=10.1073%2fpnas.1412835111&partnerID=40&md5=e534405a15e03a2d720d1fc7785f73dc",Article,Scopus,2-s2.0-84906662191
"Bagley, J.E., Desai, A.R., Harding, K.J., Snyder, P.K., Foley, J.A.","Drought and deforestation: Has land cover change influenced recent precipitation extremes in the Amazon?",2014,"Journal of Climate","27","1",,"345","361",,34,10.1175/JCLI-D-12-00369.1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892473208&doi=10.1175%2fJCLI-D-12-00369.1&partnerID=40&md5=a2ca4712252ead83e46a98882fcf1b82",Article,Scopus,2-s2.0-84892473208
"Mueller, N.D., West, P.C., Gerber, J.S., Macdonald, G.K., Polasky, S., Foley, J.A.","A tradeoff frontier for global nitrogen use and cereal production",2014,"Environmental Research Letters","9","5", 054002,"","",,20,10.1088/1748-9326/9/5/054002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928101811&doi=10.1088%2f1748-9326%2f9%2f5%2f054002&partnerID=40&md5=e56537f95596d09882e8d67916afecd2",Article,Scopus,2-s2.0-84928101811
"Ray, D.K., Mueller, N.D., West, P.C., Foley, J.A.","Yield Trends Are Insufficient to Double Global Crop Production by 2050",2013,"PLoS ONE","8","6", e66428,"","",,335,10.1371/journal.pone.0066428,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879248721&doi=10.1371%2fjournal.pone.0066428&partnerID=40&md5=ff729ef4e7b77d105b410c70c5bd5e25",Article,Scopus,2-s2.0-84879248721
"Mueller, N.D., Gerber, J.S., Johnston, M., Ray, D.K., Ramankutty, N., Foley, J.A.","Erratum: Closing yield gaps through nutrient and water management (Nature (2012) 490 (254-257) DOI: 10.1038/nature11420)",2013,"Nature","494","7437",,"390","",,1,10.1038/nature11907,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874194498&doi=10.1038%2fnature11907&partnerID=40&md5=798339a317b38d6ee469b0375a790bde",Erratum,Scopus,2-s2.0-84874194498
"Fritz, S., See, L., You, L., Justice, C., Becker-Reshef, I., Bydekerke, L., Cumani, R., Defourny, P., Erb, K., Foley, J., Gilliams, S., Gong, P., Hansen, M., Hertel, T., Herold, M., Herrero, M., Kayitakire, F., Latham, J., Leo, O., McCallum, I., Obersteiner, M., Ramankutty, N., Rocha, J., Tang, H., Thornton, P., Vancutsem, C., Van Der Velde, M., Wood, S., Woodcock, C.","The need for improved maps of global Cropland",2013,"Eos","94","3",,"31","32",,34,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939975297&partnerID=40&md5=214447e5cf7eb5cd62275b81fa9295b1",Review,Scopus,2-s2.0-84939975297
"Ray, D.K., Foley, J.A.","Increasing global crop harvest frequency: Recent trends and future directions",2013,"Environmental Research Letters","8","4", 044041,"","",,33,10.1088/1748-9326/8/4/044041,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891916397&doi=10.1088%2f1748-9326%2f8%2f4%2f044041&partnerID=40&md5=e41a120c2a21e4c5bc51f1e7214f6b11",Article,Scopus,2-s2.0-84891916397
"Brauman, K.A., Siebert, S., Foley, J.A.","Improvements in crop water productivity increase water sustainability and food security - A global analysis",2013,"Environmental Research Letters","8","2", 024030,"","",,49,10.1088/1748-9326/8/2/024030,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880863564&doi=10.1088%2f1748-9326%2f8%2f2%2f024030&partnerID=40&md5=6fe6bff8e25a3f46611155d8e88ee1c7",Article,Scopus,2-s2.0-84880863564
"Cassidy, E.S., West, P.C., Gerber, J.S., Foley, J.A.","Redefining agricultural yields: From tonnes to people nourished per hectare",2013,"Environmental Research Letters","8","3", 034015,"","",,111,10.1088/1748-9326/8/3/034015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885632566&doi=10.1088%2f1748-9326%2f8%2f3%2f034015&partnerID=40&md5=0eabeb5b2bdc3406e6120345b7ba956a",Article,Scopus,2-s2.0-84885632566
"Ray, D.K., Ramankutty, N., Mueller, N.D., West, P.C., Foley, J.A.","Recent patterns of crop yield growth and stagnation",2012,"Nature Communications","3",, 2296,"","",,226,10.1038/ncomms2296,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871773498&doi=10.1038%2fncomms2296&partnerID=40&md5=3e266a60944050c6efac33bb6cad12fd",Article,Scopus,2-s2.0-84871773498
"Mueller, N.D., Gerber, J.S., Johnston, M., Ray, D.K., Ramankutty, N., Foley, J.A.","Closing yield gaps through nutrient and water management",2012,"Nature","490","7419",,"254","257",,489,10.1038/nature11420,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867333091&doi=10.1038%2fnature11420&partnerID=40&md5=bc9743bab15c3e47851d152326559214",Article,Scopus,2-s2.0-84867333091
"Lin, H.-W., Jin, Y., Giglio, L., Foley, J.A., Randerson, J.T.","Evaluating greenhouse gas emissions inventories for agricultural burning using satellite observations of active fires",2012,"Ecological Applications","22","4",,"1345","1364",,7,10.1890/10-2362.1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862999186&doi=10.1890%2f10-2362.1&partnerID=40&md5=d488fff94d8267d499c92dc650e0e6c8",Article,Scopus,2-s2.0-84862999186
"Seufert, V., Ramankutty, N., Foley, J.A.","Comparing the yields of organic and conventional agriculture",2012,"Nature","485","7397",,"229","232",,362,10.1038/nature11069,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860705643&doi=10.1038%2fnature11069&partnerID=40&md5=8ea97adc36d6135e0c0985dcbb65392e",Letter,Scopus,2-s2.0-84860705643
"Bagley, J.E., Desai, A.R., Dirmeyer, P.A., Foley, J.A.","Effects of land cover change on moisture availability and potential crop yield in the worlds breadbaskets",2012,"Environmental Research Letters","7","1", 014009,"","",,30,10.1088/1748-9326/7/1/014009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857946500&doi=10.1088%2f1748-9326%2f7%2f1%2f014009&partnerID=40&md5=99ccd5da6e7459ce0085a4dd488f2716",Article,Scopus,2-s2.0-84857946500
"Runge, C.F., Sheehan, J.J., Senauer, B., Foley, J., Gerber, J., Johnson, J.A., Polasky, S., Runge, C.P.","Assessing the comparative productivity advantage of bioenergy feedstocks at different latitudes",2012,"Environmental Research Letters","7","4", 045906,"","",,2,10.1088/1748-9326/7/4/045906,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871824277&doi=10.1088%2f1748-9326%2f7%2f4%2f045906&partnerID=40&md5=6259fc8d063d7c39052e63bd1939352a",Article,Scopus,2-s2.0-84871824277
"Bagley, J.E., Desai, A.R., West, P.C., Foley, J.A.","A simple, minimal parameter model for predicting the influence of changing land cover on the land-atmosphere system",2011,"Earth Interactions","15","29",,"1","32",,9,10.1175/2011EI394.1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857028406&doi=10.1175%2f2011EI394.1&partnerID=40&md5=3ec01541d47b55c8877d4616a10b0d5a",Article,Scopus,2-s2.0-84857028406
"Foley, J.A.","Can we feed the world &amp; sustain the planet?",2011,"Scientific American","305","5",,"60","65",,38,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855168940&partnerID=40&md5=965baa520c7586f8996d349f165e6ea6",Article,Scopus,2-s2.0-84855168940
"Foley, J.A.","Sustainability: Can we feed the world &amp; sustain the planet?",2011,"Scientific American","305","5",,"42","47",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80855140885&partnerID=40&md5=05a6e3e896c098ada9061b4765319826",Article,Scopus,2-s2.0-80855140885
