Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Huang, Q., Chen, G., Liu, J.","One-pot synthesis of polyaniline doped with transition metal ions using H<inf>2</inf>O<inf>2</inf> as oxidant",2014,"Polymers for Advanced Technologies",,,,"","",,1,10.1002/pat.3365,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904071955&doi=10.1002%2fpat.3365&partnerID=40&md5=c2f779e8b12c4f288418aa88af6ca106",Article in Press,Scopus,2-s2.0-84904071955
"Huang, Q., Lattorff, H.M.G., Kryger, P., Le Conte, Y., Moritz, R.F.A.","A selective sweep in a microsporidian parasite Nosema-tolerant honeybee population, Apis mellifera",2014,"Animal Genetics","45","2",,"267","273",,7,10.1111/age.12114,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897608813&doi=10.1111%2fage.12114&partnerID=40&md5=6c20fa5228069c6b7af46b1ce444c5bb",Article,Scopus,2-s2.0-84897608813
"Huang, Q., Kryger, P., Le Conte, Y., Lattorff, H.M.G., Kraus, F.B., Moritz, R.F.A.","Four quantitative trait loci associated with low Nosema ceranae (Microsporidia) spore load in the honeybee Apis mellifera",2014,"Apidologie","45","2",,"248","256",,13,10.1007/s13592-013-0243-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897609264&doi=10.1007%2fs13592-013-0243-4&partnerID=40&md5=ca63f79d77ebd12c7566fca2013adf51",Article,Scopus,2-s2.0-84897609264
"Wang, L., Huang, Q.","Erratum: Corrections to 'cross-domain model building and validation (CDMV): A new modeling strategy to reinforce understanding of nanomanufacturing processes'(IEEE Transactions on Autom (2013)10:3 (571-578))",2014,"IEEE Transactions on Automation Science and Engineering","11","1", 6675857,"324","",,,10.1109/TASE.2013.2287038,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892434141&doi=10.1109%2fTASE.2013.2287038&partnerID=40&md5=f39f0ad7e839c40f5041853ce27d29fa",Erratum,Scopus,2-s2.0-84892434141
"Wu, J., Huang, Q.","Graphene growth process modeling: A physical-statistical approach",2014,"Applied Physics A: Materials Science and Processing","116","4",,"1747","1756",,3,10.1007/s00339-014-8320-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906323724&doi=10.1007%2fs00339-014-8320-8&partnerID=40&md5=24611760411ffac1302d4f889b3bf0ab",Article,Scopus,2-s2.0-84906323724
"Huang, Q., Liu, J., Baker-O'Neal, B.","An electrochemical method of suppressor screening for Cu plating in sub-100 nm lines",2014,"Journal of the Electrochemical Society","161","5",,"D207","D213",,5,10.1149/2.015405jes,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904803266&doi=10.1149%2f2.015405jes&partnerID=40&md5=8a918790c4c7bdc525e4689386f60dc8",Article,Scopus,2-s2.0-84904803266
"Sabbaghi, A., Dasgupta, T., Huang, Q., Zhang, J.","Inference for deformation and interference in 3D printing",2014,"Annals of Applied Statistics","8","3",,"1395","1415",,10,10.1214/14-AOAS762,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908272088&doi=10.1214%2f14-AOAS762&partnerID=40&md5=fb3c7361f9d46d6748a6aa414f35cc32",Article,Scopus,2-s2.0-84908272088
"Liang, D., Liu, J., Reuter, K., Baker-O'Neal, B., Huang, Q.","Electroplating of Fe-rich NiFe alloys in sub-50 nm lines",2014,"Journal of the Electrochemical Society","161","5",,"D301","D308",,7,10.1149/2.007406jes,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904822569&doi=10.1149%2f2.007406jes&partnerID=40&md5=61a31caa5ba19bc748a2280fae05e915",Article,Scopus,2-s2.0-84904822569
"Huang, Q., Avekians, A., Ahmed, S., Parks, C., Baker-O'Neal, B., Kitayaporn, S., Sahin, A., Sun, Y., Cheng, T.","Impurities in the electroplated sub-50 nm cu lines: The effects of the plating additives",2014,"Journal of the Electrochemical Society","161","9",,"D388","D394",,8,10.1149/2.0141409jes,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904917613&doi=10.1149%2f2.0141409jes&partnerID=40&md5=abf537ee66112f05173b929414b6099a",Article,Scopus,2-s2.0-84904917613
"Huang, Q., Baker-O'Neal, B.C., Cabral Jr., C., Simonyi, E., Deline, V.R., Hopstaken, M.","Enhanced grain growth of electroplated copper on cobalt-containing seed layer",2013,"Journal of the Electrochemical Society","160","12",,"D3045","D3050",,5,10.1149/2.008312jes,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884334335&doi=10.1149%2f2.008312jes&partnerID=40&md5=3d09833587782ae61e3fc57d160f6b5e",Article,Scopus,2-s2.0-84884334335
