Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Street, B.","Sobolev spaces associated to singular and fractional Radon transforms",2017,"Revista Matematica Iberoamericana","33","2",,"633","748",,,10.4171/rmi/953,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020475962&doi=10.4171%2frmi%2f953&partnerID=40&md5=6743a8ed9b7e7031ba43b85db7e11630",Review,Scopus,2-s2.0-85020475962
"Gressman, P., He, D., Kovač, V., Street, B., Thiele, C., Yung, P.-L.","On a trilinear singular integral form with determinantal kernel",2016,"Proceedings of the American Mathematical Society","144","8",,"3465","3477",,,10.1090/proc/13007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969756278&doi=10.1090%2fproc%2f13007&partnerID=40&md5=7784aed5548e7f4d41b960da8da974ba",Article,Scopus,2-s2.0-84969756278
"Street, B.","Multi-parameter singular integrals",2014,"Multi-parameter Singular Integrals",,,,"1","395",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924625862&partnerID=40&md5=244410270cf6746197adfcbc9f9f537a",Book,Scopus,2-s2.0-84924625862
"Street, B.","Multi-parameter singular integrals",2014,"Annals of Mathematics Studies","2014-January","189",,"1","411",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938912181&partnerID=40&md5=299bd19783f518aa18c863adc87238b6",Article,Scopus,2-s2.0-84938912181
"Stein, E.M., Street, B.","Multi-parameter singular Radon transforms II: The L p theory",2013,"Advances in Mathematics","248",,,"736","783",,3,10.1016/j.aim.2013.08.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883821767&doi=10.1016%2fj.aim.2013.08.016&partnerID=40&md5=6473eb8adad7975df2e67a012d41467c",Article,Scopus,2-s2.0-84883821767
"Stein, E.M., Street, B.","Multi-parameter singular Radon transforms III: Real analytic surfaces",2012,"Advances in Mathematics","229","4",,"2210","2238",,13,10.1016/j.aim.2011.11.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855784121&doi=10.1016%2fj.aim.2011.11.016&partnerID=40&md5=a3f98376aecdb52e802225eeb931b62e",Article,Scopus,2-s2.0-84855784121
"Street, B.","Multi-parameter singular radon transforms I: The L2 theory",2012,"Journal d'Analyse Mathematique","116","1",,"83","162",,8,10.1007/s11854-012-0004-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857844332&doi=10.1007%2fs11854-012-0004-8&partnerID=40&md5=7c33055d0d68f82b9f4a7f5c69df873f",Article,Scopus,2-s2.0-84857844332
"Street, B.","Multi-parameter Carnot-Carathéodory balls and the theorem of Probenius",2011,"Revista Matematica Iberoamericana","27","2",,"645","732",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856520388&partnerID=40&md5=2a1e4018a5e203301964e201acb37326",Article,Scopus,2-s2.0-84856520388
"Stein, E.M., Street, B.","Multi-Parameter singular radon transforms",2011,"Mathematical Research Letters","18","2",,"257","277",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955534231&partnerID=40&md5=3cb0ed33e6364f51cc05d4239f6baa76",Article,Scopus,2-s2.0-79955534231
"Street, B.","A parametrix for Kohn's operator",2010,"Forum Mathematicum","22","4",,"767","810",,2,10.1515/FORUM.2010.042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954617350&doi=10.1515%2fFORUM.2010.042&partnerID=40&md5=52917f7ecbec2341b4997fbca94b5009",Article,Scopus,2-s2.0-77954617350
"Nachman, A., Street, B.","Reconstruction in the calderón problem with partial data",2010,"Communications in Partial Differential Equations","35","2",,"375","390",,19,10.1080/03605300903296322,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950927554&doi=10.1080%2f03605300903296322&partnerID=40&md5=ff37dbfc8d875254110ddaec08bc01a4",Article,Scopus,2-s2.0-77950927554
