Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Sherriff, M., Floryan, M.","Achievement unlocked: Investigating which gamification elements motivate students",2016,"ASEE Annual Conference and Exposition, Conference Proceedings","2016-June",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983365351&partnerID=40&md5=21a67e5c997fe35e62b63795cee05465",Conference Paper,Scopus,2-s2.0-84983365351
"Al-Zubidy, A., Carver, J.C., Heckman, S., Sherriff, M.","A (Updated) review of empiricism at the SIGCSE technical symposium",2016,"SIGCSE 2016 - Proceedings of the 47th ACM Technical Symposium on Computing Science Education",,,,"120","125",,3,10.1145/2839509.2844601,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968531369&doi=10.1145%2f2839509.2844601&partnerID=40&md5=d019c8ad3188467764322848ec6754b5",Conference Paper,Scopus,2-s2.0-84968531369
"Parlante, N., Zelenski, J., Sherriff, M., Tychonievich, L., Layer, R., Osera, P.-M., Matthews, S.J., Raymond, D.R., Reges, S., Stepp, M., Obourn, A., Hug, J.","Nifty assignments",2015,"SIGCSE 2015 - Proceedings of the 46th ACM Technical Symposium on Computer Science Education",,,,"673","674",,1,10.1145/2676723.2677327,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942446987&doi=10.1145%2f2676723.2677327&partnerID=40&md5=00f08b3a5003728ad02cd1c922d68d1d",Conference Paper,Scopus,2-s2.0-84942446987
"Bloomfield, A., Sherriff, M., Williams, K.","A Service Learning Practicum capstone",2014,"SIGCSE 2014 - Proceedings of the 45th ACM Technical Symposium on Computer Science Education",,,,"265","270",,5,10.1145/2538862.2538974,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899739724&doi=10.1145%2f2538862.2538974&partnerID=40&md5=89814241c0877f0c4eb0a67a77f74389",Conference Paper,Scopus,2-s2.0-84899739724
"Pearce, C., Guckenberg, M., Holden, B., Leach, A., Hughes, R., Xie, C., Hassett, M., Adderley, A., Barnes, L.E., Sherriff, M., Lewin, G.C.","Designing a spatially aware, automated quadcopter using an android control system",2014,"2014 IEEE Systems and Information Engineering Design Symposium, SIEDS 2014",,, 6829921,"23","28",,4,10.1109/SIEDS.2014.6829921,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903689321&doi=10.1109%2fSIEDS.2014.6829921&partnerID=40&md5=469e566528b14527181a27b008484578",Conference Paper,Scopus,2-s2.0-84903689321
"Chen, M.Y., Edwards, D.H., Boehmer, E.L., Eller, N.M., Slack, J.T., Speck, C.R., Brown, S.M., Williams, H.G., Wilson, S.H., Gillum, C.S., Lewin, G.C., Sherriff, M.S., Garner, G.T.","Designing a spatially aware and autonomous quadcopter",2013,"2013 IEEE Systems and Information Engineering Design Symposium, SIEDS 2013",,, 6549521,"213","218",,10,10.1109/SIEDS.2013.6549521,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881344637&doi=10.1109%2fSIEDS.2013.6549521&partnerID=40&md5=e6867a942f4f0cf7bf3624a9d67b55a0",Conference Paper,Scopus,2-s2.0-84881344637
"Layer, R., Sherriff, M., Tychonievich, L.","""Inform, Experience, Implement"" - Teaching an intensive high school summer course",2012,"Proceedings - Frontiers in Education Conference, FIE",,, 6462268,"","",,2,10.1109/FIE.2012.6462268,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874672135&doi=10.1109%2fFIE.2012.6462268&partnerID=40&md5=828d7a65a297fa459a46bf2e6fe49d8e",Conference Paper,Scopus,2-s2.0-84874672135
"Hempenius, K.A., Wilson, R.A., Kumar, M.J., Hosseini, N., Cordovez, M.E., Sherriff, M.S.","A more cost-effective unattended ground sensor using commercial off-the-shelf products",2012,"2012 IEEE Systems and Information Engineering Design Symposium, SIEDS 2012",,, 6215148,"62","67",,4,10.1109/SIEDS.2012.6215148,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863687009&doi=10.1109%2fSIEDS.2012.6215148&partnerID=40&md5=75c68ca39da173dc0d4131e662c0bc92",Conference Paper,Scopus,2-s2.0-84863687009
"Heckman, S., Horton, T.B., Sherriff, M.","Teaching second-level Java and software engineering with Android",2011,"2011 24th IEEE-CS Conference on Software Engineering Education and Training, CSEE and T 2011 - Proceedings",,, 5876144,"540","542",,4,10.1109/CSEET.2011.5876144,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960006421&doi=10.1109%2fCSEET.2011.5876144&partnerID=40&md5=1992c932353722ea2a6382b00f58a43b",Conference Paper,Scopus,2-s2.0-79960006421
"Sherriff, M.","Teaching web services and service-oriented architecture using mobile platforms",2010,"Proceedings - Frontiers in Education Conference, FIE",,, 5673561,"S2D1","S2D6",,1,10.1109/FIE.2010.5673561,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751517852&doi=10.1109%2fFIE.2010.5673561&partnerID=40&md5=3f9fdf3bc2e6ac72c269dc768b0068f0",Conference Paper,Scopus,2-s2.0-78751517852
