Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Tan, G., Chen, Z., Zhang, X.","Anomalous magnetotransport in LaMn<inf>1-x</inf> Te <inf>x</inf> O <inf>3</inf>",2009,"Science in China, Series G: Physics, Mechanics and Astronomy","52","7",,"987","992",,2,10.1007/s11433-009-0134-x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67149100936&doi=10.1007%2fs11433-009-0134-x&partnerID=40&md5=3a30785bd0ad6dacaed13054cd7c611a",Article,Scopus,2-s2.0-67149100936
"Sun, Z.H., Dai, S., Zhou, Y.L., Cao, L.Z., Chen, Z.H.","Elaboration and optical properties of GaFeO<inf>3</inf> thin films",2008,"Thin Solid Films","516","21",,"7433","7436",,19,10.1016/j.tsf.2008.02.054,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49349101903&doi=10.1016%2fj.tsf.2008.02.054&partnerID=40&md5=562b49dfce2878bd08f8a53f847cfa14",Article,Scopus,2-s2.0-49349101903
"Sun, Z.H., Zhou, Y.L., Dai, S.Y., Cao, L.Z., Chen, Z.H.","Preparation and properties of GaFeO<inf>3</inf> thin films grown at various oxygen pressures by pulsed laser deposition",2008,"Applied Physics A: Materials Science and Processing","91","1",,"97","100",,13,10.1007/s00339-007-4364-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39149100961&doi=10.1007%2fs00339-007-4364-3&partnerID=40&md5=54a706e82a914455da2d366d41809bcb",Article,Scopus,2-s2.0-39149100961
"Wu, W.-D., Wang, F., Ge, F.-F., Bai, L., Lei, H.-L., Tang, Y.-J., Ju, X., Chen, Z.-H., Sun, W.-G.","Optical properties of Co-BaTiO3/Mg(100) nano-composite films grown by pulsed laser deposition method",2008,"Chinese Physics Letters","25","4",,"1465","1468",,1,10.1088/0256-307X/25/4/081,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43049104580&doi=10.1088%2f0256-307X%2f25%2f4%2f081&partnerID=40&md5=6ed8bc9da7e2c29736ec7c38b485f50d",Article,Scopus,2-s2.0-43049104580
"Wu, W.-D., He, Y.-J., Wang, F., Zhan, Y.-J., Bai, L., Ju, X., Chen, Z.-H., Tang, Y.-J., Sun, W.-G., Pan, H.-B.","Fabrication, microstructure and UPS spectra of Co:BaTiO3/Si(100) nano-composite films",2008,"Wuli Xuebao/Acta Physica Sinica","57","1",,"600","606",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-40049094663&partnerID=40&md5=0985f85066d57c849b1b5754f9412e5f",Article,Scopus,2-s2.0-40049094663
"Lu, H.B., Jin, K.J., Zhao, K., Huang, Y.H., He, M., Chen, Z.H., Zhou, Y.L., Yang, G.Z.","Multifunctional characteristics of perovskite oxide p-n heterojunctions",2007,"ICSICT-2006: 2006 8th International Conference on Solid-State and Integrated Circuit Technology, Proceedings",,, 4098302,"998","1001",,,10.1109/ICSICT.2006.306641,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547279306&doi=10.1109%2fICSICT.2006.306641&partnerID=40&md5=199497e14f800f63a82cd6d354a7d256",Conference Paper,Scopus,2-s2.0-34547279306
"Shen, H., Lu, G., Ou, M., Marquette, C.A., Ledoux, G., Roux, S., Tillement, O., Perriat, P., Cheng, B., Chen, Z.","How the morphology of biochips roughness increases surface-enhanced chemiluminescence",2007,"Chemical Physics Letters","439","1-3",,"105","109",,10,10.1016/j.cplett.2007.03.049,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247184596&doi=10.1016%2fj.cplett.2007.03.049&partnerID=40&md5=80288af9eca744499249ae3c3221cb53",Article,Scopus,2-s2.0-34247184596
"Cao, L.Z., Meng, Q.D., Fu, W.Y., Wang, S.F., Lei, M., Cheng, B.L., Zhou, Y.L., Chen, Z.H.","Effect of annealing on the crystal structure and dielectric properties of Ba<inf>0.6</inf>Sr<inf>0.4</inf>TiO<inf>3</inf> thick films",2007,"Physica B: Condensed Matter","393","1-2",,"175","178",,10,10.1016/j.physb.2006.12.084,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047178077&doi=10.1016%2fj.physb.2006.12.084&partnerID=40&md5=64919f9028832a395190d1bcd606a9aa",Article,Scopus,2-s2.0-34047178077
"Huang, Y.-H., Zhao, K., Lu, H.-B., He, M., Jin, K.-J., Chen, Z.-H., Zhou, Y.-L., Yang, G.Z.","Ultraviolet photoresponse properties of SrTiO<inf>3</inf> single crystals",2007,"EPJ Applied Physics","38","1",,"37","39",,7,10.1051/epjap:2007042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247154883&doi=10.1051%2fepjap%3a2007042&partnerID=40&md5=2bc09872ea085d76ae4b60c07bffe0f3",Article,Scopus,2-s2.0-34247154883
"Tan, G.-T., Chen, Z.-H.","XRD analysis on lattice structure of La<inf>1-x</inf>Te<inf>x</inf>MnO<inf>3</inf>",2007,"Wuli Xuebao/Acta Physica Sinica","56","3",,"1702","1706",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247121321&partnerID=40&md5=66c406395b8fdcc812e15fc4d65128dc",Article,Scopus,2-s2.0-34247121321
"Yang, G., Chen, Z.-H.","Large optical nonlinearities in Ag-doped BaTiO<inf>3</inf> nanocomposite films",2007,"Wuli Xuebao/Acta Physica Sinica","56","2",,"1182","1187",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947496666&partnerID=40&md5=b099be87d1b28afa190af117946f3530",Article,Scopus,2-s2.0-33947496666
"Wang, X., Fei, Y., Lu, H., Jin, K.-J., Zhu, X.D., Chen, Z., Yang, G.","In-diffusion of oxygen vacancies near step edges dominates the oxidation of perovskite films",2007,"Journal of Physics Condensed Matter","19","2", 026206,"","",,4,10.1088/0953-8984/19/2/026206,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947589647&doi=10.1088%2f0953-8984%2f19%2f2%2f026206&partnerID=40&md5=827115aed5048ded3a12e68e06cccdf9",Article,Scopus,2-s2.0-33947589647
"Zhao, S., Zhou, Y., Zhao, K., Wang, S., Chen, Z., Jin, K.-j., Lü, H., Cheng, B., Yang, G.","Laser-induced thermoelectric voltage in normal state MgB<inf>2</inf> thin films",2006,"Applied Surface Science","253","5",,"2671","2673",,3,10.1016/j.apsusc.2006.05.033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751440867&doi=10.1016%2fj.apsusc.2006.05.033&partnerID=40&md5=6074fb417c4cb9d779018ed94958bb2e",Article,Scopus,2-s2.0-33751440867
"Liu, Z., Wang, S.F., Zhou, Y.L., Zhao, S.Q., Jin, K.J., Chen, Z.H., Lu, H.B., Yang, G.Z.","Preparation of Y<inf>2</inf>O<inf>3</inf> buffer layer on LaAlO<inf>3</inf> substrate by TFA-MOD method",2006,"Journal of Superconductivity","18","4",,"557","560",,1,10.1007/s10948-005-0039-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845742439&doi=10.1007%2fs10948-005-0039-5&partnerID=40&md5=168bcba1b85dd086354724980731bf41",Article,Scopus,2-s2.0-33845742439
"Lu, G., Cheng, B., Shen, H., Zhou, Y., Chen, Z., Yang, G., Tillement, O., Roux, S., Perriat, P.","Fabry-Perot type sensor with surface plasmon resonance",2006,"Applied Physics Letters","89","22", 223904,"","",,18,10.1063/1.2398885,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751556805&doi=10.1063%2f1.2398885&partnerID=40&md5=e3d1eaf956d9e69c2cb28fae7e7681d0",Article,Scopus,2-s2.0-33751556805
"Lu, G., Shen, H., Cheng, B., Chen, Z., Marquette, C.A., Blum, L.J., Tillement, O., Roux, S., Ledoux, G., Ou, M., Perriat, P.","How surface-enhanced chemiluminescence depends on the distance from a corrugated metal film",2006,"Applied Physics Letters","89","22", 223128,"","",,17,10.1063/1.2399934,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751567553&doi=10.1063%2f1.2399934&partnerID=40&md5=fc019aa6e6310415c551b4a77f6881fa",Article,Scopus,2-s2.0-33751567553
