Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Alahuhta, J., Toivanen, M., Hjort, J., Ecke, F., Johnson, L.B., Sass, L., Heino, J.","Species richness and taxonomic distinctness of lake macrophytes along environmental gradients in two continents",2017,"Freshwater Biology","62","7",,"1194","1206",,,10.1111/fwb.12936,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018959174&doi=10.1111%2ffwb.12936&partnerID=40&md5=ed88b432c97a11202f0bfb6d03797294",Article,Scopus,2-s2.0-85018959174
"Alahuhta, J., Virtala, A., Hjort, J., Ecke, F., Johnson, L.B., Sass, L., Heino, J.","Average niche breadths of species in lake macrophyte communities respond to ecological gradients variably in four regions on two continents",2017,"Oecologia","184","1",,"219","235",,1,10.1007/s00442-017-3847-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015188227&doi=10.1007%2fs00442-017-3847-y&partnerID=40&md5=b1998af0233c540e9a4f2d2ad8b9281b",Article,Scopus,2-s2.0-85015188227
"Kovalenko, K.E., Reavie, E.D., Allan, J.D., Cai, M., Smith, S.D.P., Johnson, L.B.","Pelagic phytoplankton community change-points across nutrient gradients and in response to invasive mussels",2017,"Freshwater Biology","62","2",,"366","381",,,10.1111/fwb.12873,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006035804&doi=10.1111%2ffwb.12873&partnerID=40&md5=c5ebd32536368cdf0e6918950ccb7d57",Article,Scopus,2-s2.0-85006035804
"Uzarski, D.G., Brady, V.J., Cooper, M.J., Wilcox, D.A., Albert, D.A., Axler, R.P., Bostwick, P., Brown, T.N., Ciborowski, J.J.H., Danz, N.P., Gathman, J.P., Gehring, T.M., Grabas, G.P., Garwood, A., Howe, R.W., Johnson, L.B., Lamberti, G.A., Moerke, A.H., Murry, B.A., Niemi, G.J., Norment, C.J., Ruetz, C.R., Steinman, A.D., Tozer, D.C., Wheeler, R., O’Donnell, T.K., Schneider, J.P.","Standardized Measures of Coastal Wetland Condition: Implementation at a Laurentian Great Lakes Basin-Wide Scale",2017,"Wetlands","37","1",,"15","32",,,10.1007/s13157-016-0835-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990891766&doi=10.1007%2fs13157-016-0835-7&partnerID=40&md5=b1986af78145b9cc85f59205ef5b3130",Article,Scopus,2-s2.0-84990891766
"Alahuhta, J., Ecke, F., Johnson, L.B., Sass, L., Heino, J.","A comparative analysis reveals little evidence for niche conservatism in aquatic macrophytes among four areas on two continents",2017,"Oikos","126","1",,"136","148",,4,10.1111/oik.03154,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978974874&doi=10.1111%2foik.03154&partnerID=40&md5=925eaf36133e0e949477d57552169c3f",Article,Scopus,2-s2.0-84978974874
"Creed, I.F., Cormier, R., Laurent, K.L., Accatino, F., Igras, J., Henley, P., Friedman, K.B., Johnson, L.B., Crossman, J., Dillon, P.J., Trick, C.G.","Formal Integration of Science and Management Systems Needed to Achieve Thriving and Prosperous Great Lakes",2016,"BioScience","66","5",,"408","418",,1,10.1093/biosci/biw030,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963991307&doi=10.1093%2fbiosci%2fbiw030&partnerID=40&md5=83f30d90b7b38d32d22c69cab1d48682",Article,Scopus,2-s2.0-84963991307
"Olker, J.H., Kovalenko, K.E., Ciborowski, J.J.H., Brady, V.J., Johnson, L.B.","Watershed Land Use and Local Habitat: Implications for Habitat Assessment",2016,"Wetlands","36","2",,"311","321",,,10.1007/s13157-016-0740-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955573684&doi=10.1007%2fs13157-016-0740-0&partnerID=40&md5=1b271994018c24fece7e77a0ebaab65d",Article,Scopus,2-s2.0-84955573684
"Rohr, J.R., Civitello, D.J., Crumrine, P.W., Halstead, N.T., Miller, A.D., Schotthoefer, A.M., Stenoien, C., Johnson, L.B., Beasley, V.R.","Predator diversity, intraguild predation, and indirect effects drive parasite transmission",2015,"Proceedings of the National Academy of Sciences of the United States of America","112","10",,"3008","3013",,15,10.1073/pnas.1415971112,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924308134&doi=10.1073%2fpnas.1415971112&partnerID=40&md5=e0ef82386329ed84d74703bc0e9d856a",Article,Scopus,2-s2.0-84924308134
"Robinson, S.J., Neitzel, D.F., Moen, R.A., Craft, M.E., Hamilton, K.E., Johnson, L.B., Mulla, D.J., Munderloh, U.G., Redig, P.T., Smith, K.E., Turner, C.L., Umber, J.K., Pelican, K.M.","Disease Risk in a Dynamic Environment: The Spread of Tick-Borne Pathogens in Minnesota, USA",2015,"EcoHealth","12","1",,"152","163",,9,10.1007/s10393-014-0979-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939880445&doi=10.1007%2fs10393-014-0979-y&partnerID=40&md5=9394ef5bd7f055ce64e25f1c5279f2f1",Article,Scopus,2-s2.0-84939880445
"Niemi, G.J., Johnson, L.B., Howe, R.W.","Environmental indicators of land cover, land use, and landscape change",2015,"Environmental Indicators",,,,"265","276",,3,10.1007/978-94-017-9499-2_16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943646576&doi=10.1007%2f978-94-017-9499-2_16&partnerID=40&md5=42a2a4e382ad7257ddac808b30a2b857",Book Chapter,Scopus,2-s2.0-84943646576
