Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Baron, J., Campbell, W.C., DeMille, D., Doyle, J.M., Gabrielse, G., Gurevich, Y.V., Hess, P.W., Hutzler, N.R., Kirilov, E., Kozyryev, I., O'Leary, B.R., Panda, C.D., Parsons, M.F., Spaun, B., Vutha, A.C., West, A.D., West, E.P.","Methods, analysis, and the treatment of systematic errors for the electron electric dipole moment search in thorium monoxide",2017,"New Journal of Physics","19","7", 073029,"","",,,10.1088/1367-2630/aa708e,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026843097&doi=10.1088%2f1367-2630%2faa708e&partnerID=40&md5=18efac00caffe97c1d06011edb501c64",Article,Scopus,2-s2.0-85026843097
"West, A.D., Lasner, Z., Demille, D., West, E.P., Panda, C.D., Doyle, J.M., Gabrielse, G., Kryskow, A., Mitchell, C.","An Underappreciated Radiation Hazard from High Voltage Electrodes in Vacuum",2017,"Health Physics","112","1",,"33","41",,,10.1097/HP.0000000000000593,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002515265&doi=10.1097%2fHP.0000000000000593&partnerID=40&md5=6da009395711b522fbda2b3ef2cbbaf9",Article,Scopus,2-s2.0-85002515265
"Panda, C.D., O'Leary, B.R., West, A.D., Baron, J., Hess, P.W., Hoffman, C., Kirilov, E., Overstreet, C.B., West, E.P., DeMille, D., Doyle, J.M., Gabrielse, G.","Stimulated Raman adiabatic passage preparation of a coherent superposition of ThO H3 Δ1 states for an improved electron electric-dipole-moment measurement",2016,"Physical Review A","93","5", 052110,"","",,2,10.1103/PhysRevA.93.052110,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969791286&doi=10.1103%2fPhysRevA.93.052110&partnerID=40&md5=1f4e95a707739f0fa9c7994dd265e14d",Article,Scopus,2-s2.0-84969791286
"McConnell, R., Gabrielse, G., Kolthammer, W.S., Richerme, P., Müllers, A., Walz, J., Grzonka, D., Zielinski, M., Fitzakerley, D., George, M.C., Hessels, E.A., Storry, C.H., Weel, M.","Large numbers of cold positronium atoms created in laser-selected Rydberg states using resonant charge exchange",2016,"Journal of Physics B: Atomic, Molecular and Optical Physics","49","6", 064002,"","",,2,10.1088/0953-4075/49/6/064002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960960214&doi=10.1088%2f0953-4075%2f49%2f6%2f064002&partnerID=40&md5=e059833b629cec06fdc71b7771e263c4",Article,Scopus,2-s2.0-84960960214
"Fitzakerley, D.W., George, M.C., Hessels, E.A., Skinner, T.D.G., Storry, C.H., Weel, M., Gabrielse, G., Hamley, C.D., Jones, N., Marable, K., Tardiff, E., Grzonka, D., Oelert, W., Zielinski, M.","Electron-cooled accumulation of 4 × 109 positrons for production and storage of antihydrogen atoms",2016,"Journal of Physics B: Atomic, Molecular and Optical Physics","49","6", 064001,"","",,3,10.1088/0953-4075/49/6/064001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962242117&doi=10.1088%2f0953-4075%2f49%2f6%2f064001&partnerID=40&md5=fe6e92d4957b528f4484fadbe70a67dc",Article,Scopus,2-s2.0-84962242117
"Hoogerheide, S.F., Dorr, J.C., Novitski, E., Gabrielse, G.","High efficiency positron accumulation for high-precision magnetic moment experiments",2015,"Review of Scientific Instruments","86","5", 053301,"","",,1,10.1063/1.4919413,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928905775&doi=10.1063%2f1.4919413&partnerID=40&md5=1a62ac27472c738595a2af6fd825c565",Article,Scopus,2-s2.0-84928905775
"Petrov, A.N., Skripnikov, L.V., Titov, A.V., Hutzler, N.R., Hess, P.W., O'Leary, B.R., Spaun, B., Demille, D., Gabrielse, G., Doyle, J.M.","Zeeman interaction in ThO H 3Δ1 for the electron electric-dipole- moment search",2014,"Physical Review A - Atomic, Molecular, and Optical Physics","89","6", 062505,"","",,12,10.1103/PhysRevA.89.062505,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902492751&doi=10.1103%2fPhysRevA.89.062505&partnerID=40&md5=875de71834e0cb761e511d74b893fc8a",Article,Scopus,2-s2.0-84902492751
"Gabrielse, G.","Precise matter and antimatter tests of the standard model with e&lt;sup&gt;−&lt;/sup&gt;, e&lt;sup&gt;+&lt;/sup&gt;, p, p¯ and h¯",2014,"Springer Tracts in Modern Physics","256",,,"","",40,,10.1007/978-3-642-45201-7_1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927924382&doi=10.1007%2f978-3-642-45201-7_1&partnerID=40&md5=54b9225971a6fec2cf87a61c946846bd",Article,Scopus,2-s2.0-84927924382
"Gabrielse, G., Fogwell Hoogerheide, S., Dorr, J., Novitski, E.","Chapter 1 precise matter and antimatter tests of the standard model with e−, e+, p, p and h",2014,"Springer Tracts in Modern Physics","256",,,"","",40,,10.1007/978-3-642-45201-7_1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946184246&doi=10.1007%2f978-3-642-45201-7_1&partnerID=40&md5=b5ecb0eb8c48672fc32f43407828e033",Article,Scopus,2-s2.0-84946184246
"Baron, J., Campbell, W.C., DeMille, D., Doyle, J.M., Gabrielse, G., Gurevich, Y.V., Hess, P.W., Hutzler, N.R., Kirilov, E., Kozyryev, I., O'Leary, B.R., Panda, C.D., Parsons, M.F., Petrik, E.S., Spaun, B., Vutha, A.C., West, A.D.","Order of magnitude smaller limit on the electric dipole moment of the electron",2014,"Science","343","6168",,"269","272",,329,10.1126/science.1248213,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892590553&doi=10.1126%2fscience.1248213&partnerID=40&md5=eef3306f50db0762b2ec5a8265177809",Article,Scopus,2-s2.0-84892590553
"Gabrielse, G.","The standard model's greatest triumph",2013,"Physics Today","66","12",,"64","65",,3,10.1063/PT.3.2223,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889668584&doi=10.1063%2fPT.3.2223&partnerID=40&md5=5be76db25ceca24de371e779a178dd29",Article,Scopus,2-s2.0-84889668584
"Zieliński, M., Grzonka, D., Oelert, W., Sefzick, T., Gabrielse, G., DiSciacca, J., Ettenauer, S., Karla, R., Marable, K., Marshall, M., Tardiff, E., Hessels, E., Storry, C., Fitzakerley, D., George, M., Weel, M., Müllers, A., Walz, J.","Studies on antihydrogen atoms with the ATRAP experiment at CERN",2013,"Acta Physica Polonica B, Proceedings Supplement","6","4",,"1093","1099",,1,10.5506/APhysPolBSupp.6.1093,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885611514&doi=10.5506%2fAPhysPolBSupp.6.1093&partnerID=40&md5=601858ab767f3746d43435da745192e6",Article,Scopus,2-s2.0-84885611514
"Campbell, W.C., Chan, C., Demille, D., Doyle, J.M., Gabrielse, G., Gurevich, Y.V., Hess, P.W., Hutzler, N.R., Kirilov, E., O'Leary, B., Petrik, E.S., Spaun, B., Vutha, A.C.","Advanced cold molecule electron EDM",2013,"EPJ Web of Conferences","57",, 02004,"","",,2,10.1051/epjconf/20135702004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885008876&doi=10.1051%2fepjconf%2f20135702004&partnerID=40&md5=905a33ed3f97a5568db7915727a67202",Conference Paper,Scopus,2-s2.0-84885008876
"Kirilov, E., Campbell, W.C., Doyle, J.M., Gabrielse, G., Gurevich, Y.V., Hess, P.W., Hutzler, N.R., O'Leary, B.R., Petrik, E., Spaun, B., Vutha, A.C., Demille, D.","Shot-noise-limited spin measurements in a pulsed molecular beam",2013,"Physical Review A - Atomic, Molecular, and Optical Physics","88","1", 013844,"","",,9,10.1103/PhysRevA.88.013844,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881495501&doi=10.1103%2fPhysRevA.88.013844&partnerID=40&md5=033adb451d7dfc9a450e75a852fea078",Article,Scopus,2-s2.0-84881495501
