Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Banville, M.J., Bateman, H.L., Earl, S.R., Warren, P.S.","Decadal declines in bird abundance and diversity in urban riparian zones",2017,"Landscape and Urban Planning","159",,,"48","61",,,10.1016/j.landurbplan.2016.09.026,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006516077&doi=10.1016%2fj.landurbplan.2016.09.026&partnerID=40&md5=c3062de399e8d273d56ec7c13548ad1e",Article,Scopus,2-s2.0-85006516077
"Lepczyk, C.A., La Sorte, F.A., Aronson, M.F.J., Goddard, M.A., MacGregor-Fors, I., Nilon, C.H., Warren, P.S.","Global patterns and drivers of urban bird diversity",2017,"Ecology and Conservation of Birds in Urban Environments",,,,"13","33",,4,10.1007/978-3-319-43314-1_2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019874533&doi=10.1007%2f978-3-319-43314-1_2&partnerID=40&md5=f0e82077eacda27cdd2458d42384abb8",Book Chapter,Scopus,2-s2.0-85019874533
"Pickett, S.T.A., Cadenasso, M.L., Rosi-Marshall, E.J., Belt, K.T., Groffman, P.M., Grove, J.M., Irwin, E.G., Kaushal, S.S., LaDeau, S.L., Nilon, C.H., Swan, C.M., Warren, P.S.","Dynamic heterogeneity: a framework to promote ecological integration and hypothesis generation in urban systems",2017,"Urban Ecosystems","20","1",,"","",,,10.1007/s11252-016-0574-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976502475&doi=10.1007%2fs11252-016-0574-9&partnerID=40&md5=2943ddbf2efb2726ab701078bde6c528",Article,Scopus,2-s2.0-84976502475
"Aronson, M.F.J., Nilon, C.H., Lepczyk, C.A., Parker, T.S., Warren, P.S., Cilliers, S.S., Goddard, M.A., Hahs, A.K., Herzog, C., Katti, M., La Sorte, F.A., Williams, N.S.G., Zipperer, W.","Hierarchical filters determine community assembly of urban species pools",2016,"Ecology","97","11",,"2952","2963",,1,10.1002/ecy.1535,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994553353&doi=10.1002%2fecy.1535&partnerID=40&md5=7d1a8e1d32e7d1b781afe40bba2591b3",Article,Scopus,2-s2.0-84994553353
"Kane, B., Warren, P.S., Lerman, S.B.","A broad scale analysis of tree risk, mitigation and potential habitat for cavity-nesting birds",2015,"Urban Forestry and Urban Greening","14","4",,"1137","1146",,2,10.1016/j.ufug.2015.10.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951778094&doi=10.1016%2fj.ufug.2015.10.012&partnerID=40&md5=841df57b7b4c032b91eb284fd6a3dd8c",Article,Scopus,2-s2.0-84951778094
"Rega, C.C., Nilon, C.H., Warren, P.S.","Avian abundance patterns in relation to the distribution of small Urban greenspaces",2015,"Journal of Urban Planning and Development","141","3", A4015002,"","",,3,10.1061/(ASCE)UP.1943-5444.0000279,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939149953&doi=10.1061%2f%28ASCE%29UP.1943-5444.0000279&partnerID=40&md5=cb57cc2a4532be16cb998c919190ac24",Article,Scopus,2-s2.0-84939149953
"Strohbach, M.W., Warren, P.S., Peterson, M.N.","Urban wildlife science in coupled human-natural systems",2014,"Urban Wildlife Conservation: Theory and Practice",,,,"33","53",,3,10.1007/978-1-4899-7500-3_3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929675723&doi=10.1007%2f978-1-4899-7500-3_3&partnerID=40&md5=c43ce473a982591466d9be3276632d08",Book Chapter,Scopus,2-s2.0-84929675723
"Irwin, R.E., Warren, P.S., Carper, A.L., Adler, L.S.","Plant-animal interactions in suburban environments: Implications for floral evolution",2014,"Oecologia","174","3",,"803","815",,5,10.1007/s00442-013-2797-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897614641&doi=10.1007%2fs00442-013-2797-2&partnerID=40&md5=a1a3fa9a969ab68091ab0db5790250d1",Article,Scopus,2-s2.0-84897614641
"Aronson, M.F.J., La Sorte, F.A., Nilon, C.H., Katti, M., Goddard, M.A., Lepczyk, C.A., Warren, P.S., Williams, N.S.G., Cilliers, S., Clarkson, B., Dobbs, C., Dolan, R., Hedblom, M., Klotz, S., Kooijmans, J.L., Kühn, I., Macgregor-Fors, I., Mcdonnell, M., Mörtberg, U., Pyšek, P., Siebert, S., Sushinsky, J., Werner, P., Winter, M.","A global analysis of the impacts of urbanization on bird and plant diversity reveals key anthropogenic drivers",2014,"Proceedings of the Royal Society B: Biological Sciences","281","1780", 20140038,"","",,156,10.1098/rspb.2013.3330,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893711703&doi=10.1098%2frspb.2013.3330&partnerID=40&md5=9df9224e592d231c89bfa8acb4eb111f",Article,Scopus,2-s2.0-84893711703
"Strohbach, M.W., Hrycyna, A., Warren, P.S.","150 years of changes in bird life in Cambridge, Massachusetts from 1860 to 2012",2014,"Wilson Journal of Ornithology","126","2",,"192","206",,7,10.1676/13-127.1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903946879&doi=10.1676%2f13-127.1&partnerID=40&md5=438dce2665241c21f7abc39517c5ce6d",Review,Scopus,2-s2.0-84903946879
