Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Biele, C., Chrząstowski-Wachtel, D., Młodożeniec, M., Niedzielska, A., Kowalski, J., Kobyliński, P., Krejtz, K., Duchowski, A.T.","Gaussian function improves gaze-controlled gaming",2018,"Smart Innovation, Systems and Technologies","73",,,"247","257",,,10.1007/978-3-319-59424-8_23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020403364&doi=10.1007%2f978-3-319-59424-8_23&partnerID=40&md5=48170a066880b25e1bafeeead2d074fa",Conference Paper,Scopus,2-s2.0-85020403364
"Kiefer, P., Giannopoulos, I., Raubal, M., Duchowski, A.","Eye tracking for spatial research: Cognition, computation, challenges",2017,"Spatial Cognition and Computation","17","1-2",,"1","19",,4,10.1080/13875868.2016.1254634,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009785504&doi=10.1080%2f13875868.2016.1254634&partnerID=40&md5=4ee46ae66fec863fd2d9f7c7309c3e62",Review,Scopus,2-s2.0-85009785504
"Dupont, L., Ooms, K., Duchowski, A.T., Antrop, M., Van Eetvelde, V.","Investigating the visual exploration of the rural-urban gradient using eye-tracking",2017,"Spatial Cognition and Computation","17","1-2",,"65","88",,3,10.1080/13875868.2016.1226837,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991035132&doi=10.1080%2f13875868.2016.1226837&partnerID=40&md5=2f4c67c20b0a68111749ba719318c612",Article,Scopus,2-s2.0-84991035132
"Duchowski, A.T., Krejtz, K.","Visualizing dynamic ambient/focal attention with coefficient K",2017,"Mathematics and Visualization",,,,"217","233",,,10.1007/978-3-319-47024-5_13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012254431&doi=10.1007%2f978-3-319-47024-5_13&partnerID=40&md5=8debda92e3df5d8993590c5f85d6b939",Conference Paper,Scopus,2-s2.0-85012254431
"Krejtz, K., Çöltekin, A., Duchowski, A.T., Niedzielska, A.","Using coeffcient K to distinguish ambient/focal visual attention during cartographic tasks",2017,"Journal of Eye Movement Research","10","2", 3,"","",,,10.16910/jemr.10.2.3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018285273&doi=10.16910%2fjemr.10.2.3&partnerID=40&md5=880f33ba31cc560f1a77c4e6ccbe7500",Article,Scopus,2-s2.0-85018285273
"Krejtz, K., Duchowski, A., Zhou, H., Jörg, S., Niedzielska, A.","Perceptual evaluation of synthetic gaze jitter",2017,"Computer Animation and Virtual Worlds",,,,"","",,,10.1002/cav.1745,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011707892&doi=10.1002%2fcav.1745&partnerID=40&md5=029395e213372ef6aab348b06ba6ecca",Article in Press,Scopus,2-s2.0-85011707892
"Duchowski, A.T., Biele, C., Niedzielska, A., Krejtz, K., Kiefer, P., Giannopoulos, I., Gehrer, N., Schönenberg, M.","An inverse-linear logistic model of the main sequence",2017,"Journal of Eye Movement Research","10","3", 4,"","",,,10.16910/jemr.10.3.4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021831894&doi=10.16910%2fjemr.10.3.4&partnerID=40&md5=ba08b8dc801fbf1c4813253a7ae51a6a",Article,Scopus,2-s2.0-85021831894
"Krejtz, K., Duchowski, A., Krejtz, I., Szarkowska, A., Kopacz, A.","Discerning ambient/focal attention with coefficient K",2016,"ACM Transactions on Applied Perception","13","3", 11,"","",,4,10.1145/2896452,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969916933&doi=10.1145%2f2896452&partnerID=40&md5=bd78ded43249b5192afc0dadd1ad1b5d",Article,Scopus,2-s2.0-84969916933
"Best, D.S., Duchowski, A.T.","A rotary dial for gaze-based PIN entry",2016,"Eye Tracking Research and Applications Symposium (ETRA)","14",,,"69","76",,2,10.1145/2857491.2857527,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975248864&doi=10.1145%2f2857491.2857527&partnerID=40&md5=11faba69611c892c69927e24aa8d6426",Conference Paper,Scopus,2-s2.0-84975248864
"Duchowski, A.T., Jörg, S., Allen, T.N., Giannopoulos, I., Krejtz, K.","Eye movement synthesis",2016,"Eye Tracking Research and Applications Symposium (ETRA)","14",,,"147","154",,1,10.1145/2857491.2857528,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975252768&doi=10.1145%2f2857491.2857528&partnerID=40&md5=3fc769e31ccbf214786de87c2a19b03a",Conference Paper,Scopus,2-s2.0-84975252768
"Kiefer, P., Giannopoulos, I., Duchowski, A., Raubal, M.","Measuring cognitive load for map tasks through pupil diameter",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9927 LNCS",,,"323","337",,3,10.1007/978-3-319-45738-3_21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989815935&doi=10.1007%2f978-3-319-45738-3_21&partnerID=40&md5=f7fc3d131be5cac409dd47d282a2dad2",Conference Paper,Scopus,2-s2.0-84989815935
"Krejtz, K., Duchowski, A., Szmidt, T., Krejtz, I., Perilli, F.G., Pires, A., Vilaro, A., Villalobos, N.","Gaze transition entropy",2015,"ACM Transactions on Applied Perception","13","1", 4,"","",,4,10.1145/2834121,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954108136&doi=10.1145%2f2834121&partnerID=40&md5=2df2796f50ae44f762eef6af5dfe8a9a",Article,Scopus,2-s2.0-84954108136
"Duchowski, A., Jörg, S., Lawson, A., Bolte, T., Świrski, L., Krejtz, K.","Eye movement synthesis with 1/f pink noise",2015,"Proceedings of the 8th ACM SIGGRAPH Conference on Motion in Games, MIG 2015",,,,"47","56",,1,10.1145/2822013.2822014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964397429&doi=10.1145%2f2822013.2822014&partnerID=40&md5=8c7a50dd519310a5bcf1d18229c17363",Conference Paper,Scopus,2-s2.0-84964397429
"Duchowski, A.T., Bolte, T., Krejtz, K.","Massive-scale gaze analytics exploiting high performance computing",2015,"Smart Innovation, Systems and Technologies","39",,,"137","147",,,10.1007/978-3-319-19857-6_13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944453563&doi=10.1007%2f978-3-319-19857-6_13&partnerID=40&md5=3bf42f06f2ec034febd2eca8eef0b4b8",Conference Paper,Scopus,2-s2.0-84944453563
"Duchowski, A.T.","τ ε ́ χ ν η photons: Evolution of a course in data structures",2014,"Computer Graphics Forum","33","1",,"294","304",,1,10.1111/cgf.12279,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894584054&doi=10.1111%2fcgf.12279&partnerID=40&md5=3360192f1b8ec7c1a65f518ea99292cf",Article,Scopus,2-s2.0-84894584054
"Wang, R.I., Pelfrey, B., Duchowski, A.T., House, D.H.","Online 3D gaze localization on stereoscopic displays",2014,"ACM Transactions on Applied Perception","11","1", 3,"","",,5,10.1145/2593689,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899744100&doi=10.1145%2f2593689&partnerID=40&md5=91f17728d0913ccbcf230b442bca4a53",Article,Scopus,2-s2.0-84899744100
"Krejtz, K., Szmidt, T., Duchowski, A.T., Krejtz, I.","Entropy-based statistical analysis of eye movement transitions",2014,"Eye Tracking Research and Applications Symposium (ETRA)",,,,"159","166",,8,10.1145/2578153.2578176,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899678711&doi=10.1145%2f2578153.2578176&partnerID=40&md5=3798c239b0b9c076baaab857a8797478",Conference Paper,Scopus,2-s2.0-84899678711
"Duchowski, A.T., Babu, S.V., Bertrand, J., Krejtz, K.","Gaze analytics pipeline for unity 3D integration signal filtering and analysis",2014,"CEUR Workshop Proceedings","1241",,,"7","11",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913592871&partnerID=40&md5=1c29206c87d1d496085c760949f11019",Conference Paper,Scopus,2-s2.0-84913592871
"Krejtz, K., Duchowski, A.T., Çöltekin, A.","High-level gaze metrics from map viewing charting ambient/focal visual attention",2014,"CEUR Workshop Proceedings","1241",,,"37","41",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913557719&partnerID=40&md5=b6d6f64f2d9d7b9a1a556ced61bb5af2",Conference Paper,Scopus,2-s2.0-84913557719
"Gomes, T., Hurley, R.A., Duchowski, A., Darby, D., Ouzts, A.","The Effect of Full Body Versus Partial Body Graphic Labelling on Beverage Packaging",2014,"Packaging Technology and Science","27","12",,"933","943",,3,10.1002/pts.2070,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939269057&doi=10.1002%2fpts.2070&partnerID=40&md5=b305c0f6f5c665f75143200318074dcf",Conference Paper,Scopus,2-s2.0-84939269057
