Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Lehmacher, G.A., Larsen, M.F., Croskey, C.L.","Observation of electron biteout regions below sporadic E layers at polar latitudes",2015,"Annales Geophysicae","33","3",,"371","380",,1,10.5194/angeo-33-371-2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925356561&doi=10.5194%2fangeo-33-371-2015&partnerID=40&md5=bdb18133f716989220c2f0841627e533",Article,Scopus,2-s2.0-84925356561
"Lehmacher, G.A., Gaulden, T.M., Larsen, M.F., Craven, J.D.","Multiple neutral density measurements in the lower thermosphere with cold-cathode ionization gauges",2013,"Journal of Atmospheric and Solar-Terrestrial Physics","92",,,"137","144",,,10.1016/j.jastp.2012.11.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870901885&doi=10.1016%2fj.jastp.2012.11.002&partnerID=40&md5=b8dc62bc228f9e4df872dca9b87e4ced",Article,Scopus,2-s2.0-84870901885
"Lehmacher, G.A., Scott, T.D., Larsen, M.F., Bilén, S.G., Croskey, C.L., Mitchell, J.D., Rapp, M., Collins, R.L.","The Turbopause experiment: Atmospheric stability and turbulent structure spanning the turbopause altitude",2011,"Annales Geophysicae","29","12",,"2327","2339",,5,10.5194/angeo-29-2327-2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355129187&doi=10.5194%2fangeo-29-2327-2011&partnerID=40&md5=dfb3f844d6ec48a25e06285a45e0b85d",Article,Scopus,2-s2.0-81355129187
"Collins, R.L., Lehmacher, G.A., Larsen, M.F., Mizutani, K.","Estimates of vertical eddy diffusivity in the upper mesosphere in the presence of a mesospheric inversion layer",2011,"Annales Geophysicae","29","11",,"2019","2029",,11,10.5194/angeo-29-2019-2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355139484&doi=10.5194%2fangeo-29-2019-2011&partnerID=40&md5=ff35440de3c613250e2f54880625180c",Article,Scopus,2-s2.0-81355139484
"Kouahla, M.N., Moreels, G., Faivre, M., Clairemidi, J., Meriwether, J.W., Lehmacher, G.A., Vidal, E., Veliz, O.","3D Imaging of the OH mesospheric emissive layer",2010,"Advances in Space Research","45","2",,"260","267",,2,10.1016/j.asr.2009.10.015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73349094350&doi=10.1016%2fj.asr.2009.10.015&partnerID=40&md5=68f93838edb2f833a578ea7b26711acb",Article,Scopus,2-s2.0-73349094350
"Guo, L., Lehmacher, G.","First meteor radar observations of tidal oscillations over jicamarca (11.95° S, 76.87° W)",2009,"Annales Geophysicae","27","6",,"2575","2583",,7,10.5194/angeo-27-2575-2009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76149137223&doi=10.5194%2fangeo-27-2575-2009&partnerID=40&md5=bee7daac55d01aa098503660bd77fadc",Article,Scopus,2-s2.0-76149137223
"Lehmacher, G.A., Kudeki, E., Akgiray, A., Guo, L., Reyes, P., Chau, J.","Radar cross sections for mesospheric echoes at Jicamarca",2009,"Annales Geophysicae","27","7",,"2675","2684",,7,10.5194/angeo-27-2675-2009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-75149187021&doi=10.5194%2fangeo-27-2675-2009&partnerID=40&md5=a557ea3355a60e663c6d3d4f56a9b255",Article,Scopus,2-s2.0-75149187021
"Moreels, G., Clairemidi, J., Faivre, M., Mougin-Sisini, D., Kouahla, M.N., Meriwether, J.W., Lehmacher, G.A., Vidal, E., Veliz, O.","Stereoscopic imaging of the hydroxyl emissive layer at low latitudes",2008,"Planetary and Space Science","56","11",,"1467","1479",,4,10.1016/j.pss.2008.04.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349160682&doi=10.1016%2fj.pss.2008.04.012&partnerID=40&md5=56b55d9df9810d44a1764acf2bc6ed43",Article,Scopus,2-s2.0-53349160682
"Moreels, G., Clairemidi, J., Faivre, M., Pautet, D., Rubio Da Costa, F., Rousselot, P., Meriwether, J.W., Lehmacher, G.A., Vidal, E., Chau, J.L., Monnet, G.","Near-infrared sky background fluctuations at mid- and low latitudes",2008,"Experimental Astronomy","22","1-2",,"87","107",,6,10.1007/s10686-008-9089-6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849162327&doi=10.1007%2fs10686-008-9089-6&partnerID=40&md5=b2a905a22a25088349ed0ae182fd77b3",Article,Scopus,2-s2.0-51849162327
"Guo, L., Lehmacher, G.A., Kudeki, E., Akgiray, A., Sheth, R., Chau, J.L.","Turbulent kinetic energy dissipation rates and eddy diffusivities in the tropical mesosphere using Jicamarca radar data",2007,"Advances in Space Research","40","6",,"744","750",,7,10.1016/j.asr.2007.05.068,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548279959&doi=10.1016%2fj.asr.2007.05.068&partnerID=40&md5=96a6075622580466b690f71b1a568a78",Article,Scopus,2-s2.0-34548279959
"Lehmacher, G.A., Guo, L., Kudeki, E., Reyes, P.M., Akgiray, A., Chau, J.L.","High-resolution observations of mesospheric layers with the Jicamarca VHF radar",2007,"Advances in Space Research","40","6",,"734","743",,18,10.1016/j.asr.2007.05.059,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548288597&doi=10.1016%2fj.asr.2007.05.059&partnerID=40&md5=fb75e0d9ebf51fa31ba52182c8125c26",Article,Scopus,2-s2.0-34548288597
"Sheth, R., Kudeki, E., Lehmacher, G., Sarango, M., Woodman, R., Chau, J., Guo, L., Reyes, P.","A high-resolution study of mesospheric fine structure with the Jicamarca MST radar",2006,"Annales Geophysicae","24","5",,"1281","1293",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751098242&partnerID=40&md5=6ac356e1917a0dc31ceef6007712ed6a",Article,Scopus,2-s2.0-33751098242
"Kudeki, E., Milla, M., Friedrich, M., Lehmacher, G., Sponseller, D.","ALTAIR incoherent scatter observations of the equatorial daytime ionosphere",2006,"Geophysical Research Letters","33","8", L08108,"","",,6,10.1029/2005GL025180,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745448758&doi=10.1029%2f2005GL025180&partnerID=40&md5=33e5bdb48c9310118c32e5652a43e141",Article,Scopus,2-s2.0-33745448758
"Friedrich, M., Torkar, K.M., Lehmacher, G.A., Croskey, C.L., Mitchell, J.D., Kudeki, E., Milla, M.","Rocket and incoherent scatter radar common-volume electron measurements of the equatorial lower ionosphere",2006,"Geophysical Research Letters","33","8", L08807,"","",,15,10.1029/2005GL024622,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745452668&doi=10.1029%2f2005GL024622&partnerID=40&md5=f11c3ab93db0948b5264da6dea306199",Article,Scopus,2-s2.0-33745452668
"Lehmacher, G.A., Croskey, C.L., Mitchell, J.D., Friedrich, M., Lübken, F.-J., Rapp, M., Kudeki, E., Fritts, D.C.","Intense turbulence observed above a mesospheric temperature inversion at equatorial latitude",2006,"Geophysical Research Letters","33","8", L08808,"","",,18,10.1029/2005GL024345,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745466138&doi=10.1029%2f2005GL024345&partnerID=40&md5=15b009b59e249bc03ae023ffb6ca97d4",Article,Scopus,2-s2.0-33745466138
