Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Porter, R.C., Fouch, M.J., Schmerr, N.C.","Dynamic lithosphere within the great basin",2014,"Geochemistry, Geophysics, Geosystems","15","4",,"1128","1146",,6,10.1002/2013GC005151,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901375119&doi=10.1002%2f2013GC005151&partnerID=40&md5=c58575a506d8e9c02da4e422d80ebb8b",Article,Scopus,2-s2.0-84901375119
"Hopper, E., Ford, H.A., Fischer, K.M., Lekic, V., Fouch, M.J.","The lithosphere-asthenosphere boundary and the tectonic and magmatic history of the northwestern United States",2014,"Earth and Planetary Science Letters","402","C",,"69","81",,26,10.1016/j.epsl.2013.12.016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926278783&doi=10.1016%2fj.epsl.2013.12.016&partnerID=40&md5=3b25970076fc5a0b2d7106d8352e3b64",Article,Scopus,2-s2.0-84926278783
"Chen, C.-W., James, D.E., Fouch, M.J., Wagner, L.S.","Lithospheric structure beneath the High Lava Plains, Oregon, imaged by scattered teleseismic waves",2013,"Geochemistry, Geophysics, Geosystems","14","11",,"4835","4848",,2,10.1002/ggge.20284,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893334930&doi=10.1002%2fggge.20284&partnerID=40&md5=8e722f83d8fecda4b2701570db15bb51",Article,Scopus,2-s2.0-84893334930
"Allison, C.M., Porter, R.C., Fouch, M.J., Semken, S.","Seismic evidence for lithospheric modification beneath the Mojave Neovolcanic Province, Southern California",2013,"Geophysical Research Letters","40","19",,"5119","5124",,2,10.1002/grl.50993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885339332&doi=10.1002%2fgrl.50993&partnerID=40&md5=4e9b0f6bda5f909b58ea21af712b851a",Article,Scopus,2-s2.0-84885339332
"Wagner, L.S., Fouch, M.J., James, D.E., Long, M.D.","The role of hydrous phases in the formation of trench parallel anisotropy: Evidence from Rayleigh waves in Cascadia",2013,"Geophysical Research Letters","40","11",,"2642","2646",,10,10.1002/grl.50525,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879990177&doi=10.1002%2fgrl.50525&partnerID=40&md5=0d469ac43c1bbe5559b06c1eb113a533",Article,Scopus,2-s2.0-84879990177
"Till, C.B., Grove, T.L., Carlson, R.W., Donnelly-Nolan, J.M., Fouch, M.J., Wagner, L.S., Hart, W.K.","Depths and temperatures of &lt;10.5 Ma mantle melting and the lithosphere-asthenosphere boundary below southern Oregon and northern California",2013,"Geochemistry, Geophysics, Geosystems","14","4",,"864","879",,22,10.1002/ggge.20070,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878418909&doi=10.1002%2fggge.20070&partnerID=40&md5=a546c433b836c336548205e7ea3ab5f0",Article,Scopus,2-s2.0-84878418909
"Wagner, L.S., Fouch, M.J., James, D.E., Hanson-Hedgecock, S.","Crust and upper mantle structure beneath the Pacific Northwest from joint inversions of ambient noise and earthquake data",2012,"Geochemistry, Geophysics, Geosystems","13","12", Q0AN03,"","",,14,10.1029/2012GC004353,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871027040&doi=10.1029%2f2012GC004353&partnerID=40&md5=a789f69e1ab97c063a14265ea13afae7",Article,Scopus,2-s2.0-84871027040
"West, J.D., Fouch, M.J.","EMERALD: A web application for seismic event data processing",2012,"Seismological Research Letters","83","6",,"1061","1067",,4,10.1785/0220110138,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870231510&doi=10.1785%2f0220110138&partnerID=40&md5=d2f13166b1d9f45be5ea1d74b14b9c8f",Article,Scopus,2-s2.0-84870231510
"Lockridge, J.S., Fouch, M.J., Arrowsmith, J.R., Linkimer, L.","Analysis of seismic activity near theodore Roosevelt Dam, Arizona, during the occupation of the earthscope/USArray transportable array",2012,"Seismological Research Letters","83","6",,"1014","1022",,2,10.1785/0220120034,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865013951&doi=10.1785%2f0220120034&partnerID=40&md5=8f8b913f546672a0df9ce36f1640c00d",Article,Scopus,2-s2.0-84865013951
"Lockridge, J.S., Fouch, M.J., Ramón Arrowsmith, J.","Seismicity within Arizona during the deployment of the EarthScope USArray transportable array",2012,"Bulletin of the Seismological Society of America","102","4",,"1850","1863",,10,10.1785/0120110297,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865017867&doi=10.1785%2f0120110297&partnerID=40&md5=de7a74728499960506af5bda7654222a",Article,Scopus,2-s2.0-84865017867
"Long, M.D., Till, C.B., Druken, K.A., Carlson, R.W., Wagner, L.S., Fouch, M.J., James, D.E., Grove, T.L., Schmerr, N., Kincaid, C.","Mantle dynamics beneath the Pacific Northwest and the generation of voluminous back-arc volcanism",2012,"Geochemistry, Geophysics, Geosystems","13","1", Q0AN01,"","",,28,10.1029/2012GC004189,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865459926&doi=10.1029%2f2012GC004189&partnerID=40&md5=cd151bf6c94c631421a5dc65d84d277c",Article,Scopus,2-s2.0-84865459926
"Fouch, M.J.","The yellowstone hotspot: Plume or not?",2012,"Geology","40","5",,"479","480",,23,10.1130/focus052012.1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861387401&doi=10.1130%2ffocus052012.1&partnerID=40&md5=a5bd87dabaa99fdca837a10bf3137064",Note,Scopus,2-s2.0-84861387401
