Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Deng, H., McShan, D., Zhang, Y., Sinha, S.S., Arslan, Z., Ray, P.C., Yu, H.","Mechanistic Study of the Synergistic Antibacterial Activity of Combined Silver Nanoparticles and Common Antibiotics",2016,"Environmental Science and Technology","50","16",,"8840","8848",,7,10.1021/acs.est.6b00998,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982311592&doi=10.1021%2facs.est.6b00998&partnerID=40&md5=049ea639fc11bb1ea6317f1108dcd83b",Article,Scopus,2-s2.0-84982311592
"Zhang, Y., Li, X., Yu, H.","Toxicity of nanoparticle surface coating agents: Structure-cytotoxicity relationship",2016,"Journal of Environmental Science and Health - Part C Environmental Carcinogenesis and Ecotoxicology Reviews","34","3",,"204","215",,,10.1080/10590501.2016.1202762,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981747083&doi=10.1080%2f10590501.2016.1202762&partnerID=40&md5=8eba4d08699b2dbedcd0cbb88a8f6514",Article,Scopus,2-s2.0-84981747083
"Lawson, L.S., McComb, J.Q., Dong, R., Han, F.X., Roger, C., Arslan, Z., Yu, H.","Binding, fractionation, and distribution of Cs, Co, and Sr in a US coastal soil under saturated and field capacity moisture regimes",2016,"Journal of Soils and Sediments","16","2",,"497","508",,2,10.1007/s11368-015-1228-x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955638208&doi=10.1007%2fs11368-015-1228-x&partnerID=40&md5=6e76c0ac5f74a4f0eaad5f42810fd18d",Article,Scopus,2-s2.0-84955638208
"Billa, J., Han, F., Didla, S., Yu, H., Dimpah, J., Brempong, O., Adzanu, S.","Radioactivity studies on farm raised and wild catfish produced in Mississippi, USA",2016,"Journal of Radioanalytical and Nuclear Chemistry","307","1",,"203","210",,,10.1007/s10967-015-4159-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953355351&doi=10.1007%2fs10967-015-4159-5&partnerID=40&md5=ce3b19eae9f9b03676400628432c8158",Article,Scopus,2-s2.0-84953355351
"Billa, J., Han, F., Didla, S., Ankrah, M., Yu, H., Dimpah, J., Brempong, O., Adzanu, S.","Evaluation of radioactivity levels in fertilizers commonly used in the Southern USA",2015,"Journal of Radioanalytical and Nuclear Chemistry","306","1",,"183","191",,1,10.1007/s10967-015-4071-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941172054&doi=10.1007%2fs10967-015-4071-z&partnerID=40&md5=92440104c43e2634db6888365438fcdd",Article,Scopus,2-s2.0-84941172054
"Hughes, S., Dasary, S.S.R., Begum, S., Williams, N., Yu, H.","Meisenheimer complex between 2,4,6-trinitrotoluene and 3-aminopropyltriethoxysilane and its use for a paper-based sensor",2015,"Sensing and Bio-Sensing Research","5",,,"37","41",,6,10.1016/j.sbsr.2015.06.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932634567&doi=10.1016%2fj.sbsr.2015.06.003&partnerID=40&md5=7532329ff8c996358c66cb3dab9b3918",Article,Scopus,2-s2.0-84932634567
"Zhang, Y., Newton, B., Lewis, E., Fu, P.P., Kafoury, R., Ray, P.C., Yu, H.","Cytotoxicity of organic surface coating agents used for nanoparticles synthesis and stability",2015,"Toxicology in Vitro","29","4",,"762","768",,9,10.1016/j.tiv.2015.01.017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924855864&doi=10.1016%2fj.tiv.2015.01.017&partnerID=40&md5=6f4ebb8831147ef922117125cbe2b479",Article,Scopus,2-s2.0-84924855864
"Zhang, Y., Shareena Dasari, T.P., Deng, H., Yu, H.","Antimicrobial Activity of Gold Nanoparticles and Ionic Gold",2015,"Journal of Environmental Science and Health - Part C Environmental Carcinogenesis and Ecotoxicology Reviews","33","3",,"286","327",,14,10.1080/10590501.2015.1055161,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938847951&doi=10.1080%2f10590501.2015.1055161&partnerID=40&md5=233df3bb9b399898844f2ff83fab863d",Article,Scopus,2-s2.0-84938847951
"McShan, D., Zhang, Y., Deng, H., Ray, P.C., Yu, H.","Synergistic Antibacterial Effect of Silver Nanoparticles Combined with Ineffective Antibiotics on Drug Resistant Salmonella typhimurium DT104",2015,"Journal of Environmental Science and Health - Part C Environmental Carcinogenesis and Ecotoxicology Reviews","33","3",,"369","384",,13,10.1080/10590501.2015.1055165,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938856217&doi=10.1080%2f10590501.2015.1055165&partnerID=40&md5=5846fb85cbe36371ba2bbcdb5f7f4502",Article,Scopus,2-s2.0-84938856217
"Xia, Q., Chiang, H.-M., Yin, J.-J., Chen, S., Cai, L., Yu, H., Fu, P.P.","UVA photoirradiation of benzo[a]pyrene metabolites: Induction of cytotoxicity, reactive oxygen species, and lipid peroxidation",2015,"Toxicology and Industrial Health","31","10",,"898","910",,1,10.1177/0748233713484648,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942433428&doi=10.1177%2f0748233713484648&partnerID=40&md5=886569e471fbd46aa3a469b0099a1983",Article,Scopus,2-s2.0-84942433428
"Yu, H., Li, Y., Li, X., Fan, L., Yang, S.","Highly dispersible and charge-tunable magnetic Fe<inf>3</inf>O<inf>4</inf>nanoparticles: Facile fabrication and reversible binding to GO for efficient removal of dye pollutants",2014,"Journal of Materials Chemistry A","2","38",,"15763","15767",,3,10.1039/c4ta03476g,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907153074&doi=10.1039%2fc4ta03476g&partnerID=40&md5=b110f94a786392ae6d98023d319a6c25",Article,Scopus,2-s2.0-84907153074
"Dasari, T.P.S., Deng, H., McShan, D., Yu, H.","Nanosilver-Based antibacterial agents for food safety",2014,"Food Poisoning: Outbreaks, Bacterial Sources and Adverse Health Effects",,,,"35","62",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955685322&partnerID=40&md5=3e0409e0fa4e5ac998e240486cac730b",Book Chapter,Scopus,2-s2.0-84955685322
"Fan, Z., Dai, X., Lu, Y., Yu, E., Brahmbatt, N., Carter, N., Tchouwou, C., Singh, A.K., Jones, Y., Yu, H., Ray, P.C.","Enhancing targeted tumor treatment by near IR light-activatable photodynamic-photothermal synergistic therapy",2014,"Molecular Pharmaceutics","11","4",,"1109","1116",,13,10.1021/mp4002816,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897994827&doi=10.1021%2fmp4002816&partnerID=40&md5=97a6d207dc68dc91ae1446e969397fd2",Article,Scopus,2-s2.0-84897994827
"Mcshan, D., Yu, H.","DNA damage in human skin keratinocytes caused by multiwalled carbon nanotubes with carboxylate functionalization",2014,"Toxicology and Industrial Health","30","6",,"489","498",,8,10.1177/0748233712459914,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903547010&doi=10.1177%2f0748233712459914&partnerID=40&md5=cbd030cb1c88602d1ff9a7dee29093a2",Article,Scopus,2-s2.0-84903547010
"McShan, D., Ray, P.C., Yu, H.","Molecular toxicity mechanism of nanosilver",2014,"Journal of Food and Drug Analysis","22","1",,"116","127",,111,10.1016/j.jfda.2014.01.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901604308&doi=10.1016%2fj.jfda.2014.01.010&partnerID=40&md5=2b3c52cdf14a98e4d304d578828e6094",Review,Scopus,2-s2.0-84901604308
"Fan, Z., Fu, P.P., Yu, H., Ray, P.C.","Theranostic nanomedicine for cancer detection and treatment",2014,"Journal of Food and Drug Analysis","22","1",,"3","17",,34,10.1016/j.jfda.2014.01.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901620567&doi=10.1016%2fj.jfda.2014.01.001&partnerID=40&md5=f60c47f4b925314a71e406b3b673ff92",Review,Scopus,2-s2.0-84901620567
